@relation JM1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute label {Y,N}

@data
5,3,0,0,2,2,1,25,47.67,9.55,4343.18,0.15,91,0.1,241.29,455,42,49,22,10,32,N
11,15,0,0,8,7,1,46,40.37,19.24,14942.9,0.26,148,0.05,830.16,776.69,59,89,23,15,59,N
4,19,1,0,10,7,8,39,46.5,26.74,33242.04,0.41,208,0.04,1846.78,1243.27,93,115,40,23,44,N
5,5,0,5,3,3,1,20,64.48,5.76,2139.18,0.12,73,0.17,118.84,371.38,32,41,25,9,32,Y
5,17,0,5,9,3,6,35,27.41,23.5,15139,0.21,118,0.04,841.06,644.21,47,71,22,22,47,Y
1,3,0,0,2,1,1,8,13.8,6.67,613.33,0.03,23,0.15,34.07,92,8,15,6,10,11,N
14,29,0,12,15,9,8,39,42.37,24.31,25035.29,0.34,191,0.04,1390.85,1029.93,79,112,26,16,67,N
4,5,0,0,3,3,1,14,19.29,9.33,1680.79,0.06,41,0.11,93.38,180.09,14,27,9,12,20,Y
14,9,0,1,5,5,1,34,77.52,7.5,4360.46,0.19,110,0.13,242.25,581.39,50,60,30,9,51,Y
7,13,0,1,7,6,6,24,25.49,28.18,20249.24,0.24,135,0.04,1124.96,718.46,51,84,19,21,34,N
23,26,0,0,22,20,1,72,57.32,22.2,28249.68,0.42,197,0.05,1569.43,1272.51,74,123,55,33,97,N
3,3,0,0,2,2,1,23,38.91,12.74,6312.33,0.17,101,0.08,350.68,495.6,44,57,19,11,28,N
5,3,0,0,2,2,1,10,16.5,17,4769.15,0.09,59,0.06,264.95,280.54,20,39,10,17,18,N
30,179,4,28,90,31,43,351,114.83,73.69,623616.04,2.82,1194,0.01,34645.34,8462.43,479,715,104,32,415,Y
1,3,0,0,2,2,1,5,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,8,N
1,5,0,0,3,1,3,6,14.87,6.86,699.09,0.03,24,0.15,38.84,101.95,8,16,7,12,9,N
0,13,0,1,7,7,1,26,50.38,4.38,968.53,0.07,52,0.23,53.81,220.89,19,33,13,6,29,N
3,9,0,0,5,2,1,12,14.78,15.81,3694.37,0.08,55,0.06,205.24,233.64,23,32,8,11,18,N
3,15,4,1,8,1,8,18,14.57,35,17850,0.17,102,0.03,991.67,510,42,60,12,20,26,N
12,27,0,0,14,7,10,42,25.04,40.13,40332.41,0.34,179,0.02,2240.69,1005.03,71,108,23,26,56,N
10,27,0,1,14,4,9,58,36.1,36.63,48441.87,0.44,218,0.03,2691.22,1322.41,96,122,38,29,72,N
7,109,2,3,55,40,29,288,133.58,58.99,464855.46,2.63,1096,0.02,25825.3,7880.05,476,620,117,29,302,N
6,3,0,8,2,2,1,26,62.67,6.96,3032.83,0.15,88,0.14,168.49,435.97,40,48,23,8,42,N
1,5,0,0,3,2,1,6,13.73,7.14,700.71,0.03,24,0.14,38.93,98.1,10,14,7,10,9,N
26,85,2,41,43,24,33,223,142.15,40.88,237606.8,1.94,814,0.02,13200.38,5811.59,330,484,113,28,294,Y
3,5,1,7,3,2,1,31,22.59,23.16,12115.05,0.17,102,0.04,673.06,523.19,39,63,16,19,44,Y
17,19,0,3,10,6,1,73,36,32.71,38520.22,0.39,212,0.03,2140.01,1177.57,81,131,26,21,95,N
28,1,0,0,1,1,1,36,413.59,2.02,1704.87,0.28,137,0.49,94.71,839.71,67,70,66,4,64,Y
2,5,0,4,3,3,1,15,20.39,10.5,2247.55,0.07,48,0.1,124.86,214.05,21,27,11,11,23,N
2,1,0,0,1,1,1,7,54.22,4.59,1141.53,0.08,55,0.22,63.42,248.8,26,29,17,6,11,N
0,3,0,0,2,2,1,8,24.91,2.5,155.67,0.02,18,0.4,8.65,62.27,6,12,6,5,10,Y
1,3,0,0,2,2,1,15,15.45,17.87,4935.56,0.09,65,0.06,274.2,276.12,26,39,8,11,18,N
8,9,0,0,5,4,4,24,24.82,26.82,17860.72,0.22,132,0.04,992.26,665.86,57,75,17,16,34,N
2,1,0,0,1,1,1,9,36.83,4.58,771.46,0.06,39,0.22,42.86,168.56,17,22,13,7,15,N
7,7,0,0,4,3,1,32,23.5,21.71,11081.16,0.17,104,0.05,615.62,510.32,38,66,14,16,41,N
2,3,0,0,2,2,1,10,21.66,8.18,1449.81,0.06,41,0.12,80.55,177.2,20,21,11,9,14,N
22,24,0,9,17,15,1,107,56.35,55.25,172016.99,1.04,475,0.02,9556.5,3113.43,195,280,60,34,141,N
3,1,0,0,1,1,1,7,20,7.22,1043.09,0.05,34,0.14,57.95,144.43,13,21,9,10,14,Y
2,1,0,0,1,1,1,2,12.06,1.5,27.14,0.01,7,0.67,1.51,18.09,3,4,3,3,6,N
2,7,0,5,4,3,4,21,40.29,11.14,5002.6,0.15,89,0.09,277.92,448.95,39,50,21,12,32,N
1,5,0,0,3,3,1,22,24.86,20.42,10364.47,0.17,108,0.05,575.8,507.65,35,73,12,14,25,N
1,3,0,0,2,2,1,5,15.38,6.5,650,0.03,25,0.15,36.11,100,13,12,8,8,8,N
3,7,0,6,4,3,1,29,42.27,13.78,8027.12,0.19,111,0.07,445.95,582.52,53,58,25,13,40,N
6,13,0,5,7,3,6,31,32.65,21.77,15475.59,0.24,131,0.05,859.76,710.84,55,76,24,19,47,N
2,5,0,5,3,2,3,12,21.13,14.54,4465.64,0.1,62,0.07,248.09,307.16,21,41,13,18,21,N
1,3,0,0,2,2,1,8,15.86,4.67,345.37,0.02,20,0.21,19.19,74.01,8,12,6,7,11,N
1,1,0,0,1,1,1,7,12.8,4.2,225.85,0.02,15,0.24,12.55,53.77,6,9,5,7,8,N
8,77,0,0,39,31,39,102,44.44,66.81,198326.2,0.99,526,0.01,11018.12,2968.67,218,308,31,19,112,N
7,11,0,0,6,6,1,49,84.07,12.66,13465.69,0.35,178,0.08,748.09,1063.96,81,97,48,15,56,Y
1,5,0,0,3,3,1,13,12.59,10.71,1445.21,0.04,33,0.09,80.29,134.89,15,18,7,10,16,N
4,1,0,1,1,1,1,8,55.4,6.64,2444.68,0.12,75,0.15,135.82,368.02,31,44,21,9,15,N
1,3,0,0,2,2,1,4,16.71,5.14,442.04,0.03,22,0.19,24.56,85.95,9,13,7,8,7,N
2,1,0,0,1,1,1,3,13.29,3,119.59,0.01,12,0.33,6.64,39.86,4,8,4,6,7,N
30,43,0,1,22,22,1,173,80.11,48.77,190569.02,1.3,608,0.02,10587.17,3907.17,252,356,62,24,206,N
2,3,0,3,2,1,1,6,10.51,9.9,1029.59,0.03,26,0.1,57.2,104,9,17,5,11,14,N
50,15,0,93,8,8,1,205,235.18,33.18,258849.82,2.6,1063,0.03,14380.55,7802.26,401,662,139,23,352,N
5,1,0,0,1,1,1,14,32.1,10.64,3631.6,0.11,79,0.09,201.76,341.43,26,53,11,9,21,N
5,5,0,0,3,2,1,12,25.7,9.45,2297.48,0.08,53,0.11,127.64,243,16,37,11,13,19,N
6,5,0,1,3,2,1,69,64.87,25.3,41519.9,0.55,279,0.04,2306.66,1641.26,125,154,42,17,78,N
2,3,0,2,2,2,1,19,46.19,5.56,1427.27,0.09,56,0.18,79.29,256.76,27,29,17,7,25,N
1,11,0,0,6,4,1,26,32.36,17.22,9593.28,0.19,104,0.06,532.96,557.19,44,60,23,18,29,N
6,13,0,0,7,6,5,23,33.51,14.87,7408.8,0.17,93,0.07,411.6,498.25,38,55,23,18,32,Y
11,19,0,10,10,7,4,45,67.88,17.64,21110.89,0.4,210,0.06,1172.83,1197.09,87,123,37,15,69,N
2,7,0,0,4,4,3,23,30.92,11.42,4032.86,0.12,70,0.09,224.05,353.11,31,39,19,14,28,N
4,21,0,9,11,3,9,41,20.77,30.84,19763.53,0.21,123,0.03,1097.97,640.76,47,76,16,21,56,N
2,3,0,0,2,1,1,7,14.69,4.67,319.82,0.02,18,0.21,17.77,68.53,7,11,6,8,11,N
1,3,0,0,2,2,1,8,30.68,5.54,941.08,0.06,40,0.18,52.28,169.92,24,16,13,6,12,N
1,3,0,0,2,2,1,13,36.8,7.33,1979.11,0.09,55,0.14,109.95,269.88,22,33,18,12,17,N
0,5,0,0,4,4,1,21,25.91,10.13,2660.73,0.09,53,0.1,147.82,262.57,19,34,15,16,25,N
0,3,0,0,2,2,1,2,8.72,4,139.48,0.01,11,0.25,7.75,34.87,4,7,3,6,4,N
3,11,2,0,6,2,6,12,8.97,31.43,8855.41,0.09,58,0.03,491.97,281.76,20,38,7,22,19,N
2,5,0,0,3,2,3,9,19.14,9.33,1667.09,0.06,38,0.11,92.62,178.62,16,22,12,14,13,N
3,13,1,0,7,5,3,18,28.75,9.56,2626.63,0.09,56,0.1,145.92,274.79,25,31,17,13,24,N
0,5,0,3,3,1,3,12,13.75,16,3521.25,0.07,48,0.06,195.63,220.08,16,32,8,16,15,N
3,19,0,2,10,5,10,18,19.23,27.04,14060,0.17,104,0.04,781.11,520,37,67,13,19,26,N
2,21,0,0,11,7,3,51,38.6,23.33,21015.49,0.3,164,0.04,1167.53,900.66,70,94,27,18,55,N
1,21,0,7,11,1,11,21,9.39,36.4,12446.39,0.11,82,0.03,691.47,341.93,28,54,5,13,31,N
6,23,5,5,12,8,1,76,82.93,32.04,85213.57,0.89,401,0.03,4734.09,2658.37,180,221,73,26,94,Y
5,9,0,1,5,2,1,20,35.97,12.95,6029.52,0.16,94,0.08,334.97,465.69,41,53,19,12,28,N
0,3,0,0,2,1,1,9,10.73,6.13,402.59,0.02,19,0.16,22.37,65.73,7,12,4,7,11,N
9,19,2,7,10,9,5,42,59.12,20.54,24942.77,0.4,212,0.05,1385.71,1214.32,95,117,37,16,63,N
12,5,2,1,3,3,1,20,59.98,5.73,1968.9,0.11,67,0.17,109.38,343.66,25,42,24,11,35,N
9,7,0,11,4,4,1,37,39.58,14.69,8539.23,0.19,110,0.07,474.4,581.39,47,63,24,15,59,Y
4,3,0,0,2,2,1,11,19.45,8,1244.72,0.05,36,0.13,69.15,155.59,16,20,10,10,17,N
1,15,0,0,8,1,8,12,14.53,17.5,4448.28,0.08,57,0.06,247.13,254.19,20,37,8,14,15,N
1,7,0,0,4,2,3,6,13.34,11.67,1815.21,0.05,36,0.09,100.84,155.59,10,26,6,14,9,N
0,1,0,0,1,1,1,4,42.71,3.64,566.79,0.05,36,0.27,31.49,155.59,17,19,14,6,6,N
27,53,0,29,27,21,1,109,50.73,52.54,140031.41,0.89,461,0.02,7779.52,2665.21,216,245,37,18,167,N
1,9,1,24,5,5,1,29,62.74,11.2,7870.37,0.23,137,0.09,437.24,702.71,56,81,25,10,57,Y
24,30,0,0,17,13,3,131,55.15,67.59,251971,1.24,588,0.01,13998.39,3727.83,207,381,49,32,157,Y
4,3,0,0,2,2,1,13,31.95,6.46,1333.91,0.07,47,0.15,74.11,206.44,21,26,13,8,22,N
3,11,0,0,6,5,3,23,50.74,5.21,1377.69,0.09,55,0.19,76.54,264.4,22,33,19,9,28,N
2,7,0,0,4,4,1,23,73.68,5.78,2459.78,0.14,83,0.17,136.65,425.73,39,44,27,8,25,N
1,17,0,1,9,8,1,24,32.18,17.06,9370.47,0.18,100,0.06,520.58,549.19,39,61,24,21,28,Y
10,7,0,6,4,4,1,37,99.13,7.44,5485.65,0.25,130,0.13,304.76,737.42,61,69,41,10,55,Y
1,7,0,0,4,4,4,10,18.1,9.63,1676.34,0.06,41,0.1,93.13,174.17,14,27,8,11,13,N
9,63,0,7,32,15,28,83,40.13,68.23,186819.18,0.91,478,0.01,10378.84,2737.95,178,300,30,23,102,N
0,3,0,0,2,2,1,4,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,5,11,3,8,6,N
5,17,0,3,9,4,9,13,28.82,15.84,7235.05,0.15,94,0.06,401.95,456.65,39,55,16,13,25,N
10,19,0,0,10,6,7,68,78.91,17.97,25467.91,0.47,242,0.06,1414.88,1417.63,103,139,43,15,78,N
4,11,0,0,6,2,6,17,13.62,24.89,8437.37,0.11,73,0.04,468.74,339,28,45,9,16,24,Y
8,11,0,0,7,5,1,51,45.68,25.55,29825.43,0.39,209,0.04,1656.97,1167.26,78,131,29,19,61,N
3,7,0,0,4,2,1,15,19.65,14,3851.37,0.09,60,0.07,213.96,275.1,20,40,10,14,20,N
5,5,0,3,3,3,1,41,79.65,19.15,29217.49,0.51,242,0.05,1623.19,1525.51,113,129,59,20,49,N
1,7,0,0,4,2,4,15,17.04,17.77,5382.71,0.1,63,0.06,299.04,302.86,23,40,11,17,18,N
0,9,0,0,5,1,3,12,15.94,10,1594.11,0.05,39,0.1,88.56,159.41,14,25,7,10,15,N
1,3,0,1,2,1,1,20,21.67,9,1755,0.07,39,0.11,97.5,195,14,25,14,18,24,N
8,3,0,6,2,2,1,30,45.37,20.96,19925.58,0.32,166,0.05,1106.98,950.83,75,91,34,19,44,N
6,3,0,6,2,2,1,21,37.55,14.32,7698.49,0.18,104,0.07,427.69,537.67,45,59,22,14,36,Y
1,1,0,0,1,1,1,5,21.92,4.81,507.65,0.04,27,0.21,28.2,105.49,11,16,8,7,9,N
8,17,0,15,9,3,5,44,16.63,41.33,28409.39,0.23,134,0.02,1578.3,687.32,62,72,15,20,69,Y
0,1,0,0,1,1,1,3,21.59,2,86.37,0.01,13,0.5,4.8,43.19,6,7,6,4,5,N
7,1,0,4,1,1,1,22,31.02,13.88,5972.45,0.14,98,0.07,331.8,430.45,37,61,12,9,33,N
1,5,0,1,3,3,1,14,15.29,11.67,2081.48,0.06,42,0.09,115.64,178.41,21,21,9,10,18,N
19,11,1,12,6,4,5,59,58.28,29.51,50758.43,0.57,290,0.03,2819.91,1719.91,121,169,41,20,93,N
3,19,1,3,10,2,1,22,29.99,19.98,11966.77,0.2,115,0.05,664.82,599.09,47,68,20,17,31,N
1,3,0,0,2,2,1,9,12.37,8,791.93,0.03,26,0.13,44,98.99,12,14,6,8,12,N
2,3,0,0,2,2,1,11,20.17,11.82,2817.67,0.08,52,0.08,156.54,238.42,20,32,11,13,15,N
4,7,0,0,4,2,4,14,14.37,14.22,2906.02,0.07,44,0.07,161.45,204.33,16,28,9,16,20,N
7,3,0,0,2,1,1,25,54.85,9.31,4751.82,0.17,98,0.11,263.99,510.53,44,54,26,11,34,N
0,1,0,0,1,1,1,3,13.84,3,124.54,0.01,12,0.33,6.92,41.51,5,7,5,6,5,N
0,1,0,0,1,1,1,2,13.84,3,124.54,0.01,12,0.33,6.92,41.51,5,7,5,6,4,N
4,5,0,1,3,1,1,22,26.25,12.27,3950.15,0.11,65,0.08,219.45,322.02,23,42,15,16,31,N
2,5,0,0,3,2,3,10,14.53,8.44,1034.64,0.04,30,0.12,57.48,122.62,15,15,8,9,14,N
0,3,0,3,2,2,1,20,54.98,6.46,2292.07,0.12,71,0.15,127.34,355,33,38,23,9,25,Y
1,5,0,0,3,1,1,7,13.53,7.86,835.01,0.04,26,0.13,46.39,106.27,11,15,7,10,10,N
4,1,0,0,1,1,1,8,19.33,7.73,1153.98,0.05,34,0.13,64.11,149.34,17,17,11,10,14,N
4,1,0,0,1,1,1,13,13.53,15,3043.13,0.07,64,0.07,169.06,202.88,24,40,4,5,19,N
5,5,0,0,3,2,1,14,44.96,4.24,806.39,0.06,41,0.24,44.8,190.4,18,23,17,8,21,Y
5,1,0,0,1,1,1,16,31.73,13.24,5558.82,0.14,84,0.08,308.82,420,30,54,17,15,24,N
7,5,0,0,4,2,1,30,25.6,12.5,4000,0.11,64,0.08,222.22,320,25,39,16,16,39,N
2,21,0,6,11,3,6,35,46.22,31.31,45305.36,0.48,244,0.03,2516.96,1447.1,111,133,39,22,43,N
10,19,0,8,10,9,5,54,36.25,24.85,22378.03,0.3,164,0.04,1243.22,900.66,68,96,26,19,74,N
1,5,0,1,3,3,1,9,10.24,11,1238.47,0.04,27,0.09,68.8,112.59,11,16,6,12,13,N
1,5,0,0,3,3,1,12,23.39,8.03,1511.1,0.06,41,0.12,83.95,187.98,19,22,13,11,15,N
5,7,0,0,4,4,3,32,47.68,19.75,18597.05,0.31,166,0.05,1033.17,941.62,79,87,34,17,37,Y
0,1,0,0,1,1,1,4,26.64,2.5,166.52,0.02,18,0.4,9.25,66.61,8,10,8,5,8,N
14,3,0,13,2,2,1,45,86.3,16.14,22518.93,0.46,229,0.06,1251.05,1394.03,105,124,52,16,74,Y
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,11,N
3,5,0,2,3,3,1,8,20.31,6.5,858,0.04,33,0.15,47.67,132,13,20,8,8,15,N
1,9,0,0,5,1,3,16,16.34,16.32,4359.21,0.09,59,0.06,242.18,266.89,21,38,9,14,19,N
18,18,0,0,11,5,6,83,61.93,38.65,92488.01,0.8,355,0.03,5138.22,2393.22,159,196,72,35,101,N
2,9,2,0,5,3,1,23,33.2,16.84,9416.28,0.19,109,0.06,523.13,559.09,40,69,19,16,29,Y
8,9,0,0,5,5,5,18,28.4,15,6390.91,0.14,86,0.07,355.05,426.06,32,54,16,15,28,N
7,5,0,6,3,2,3,12,21.31,9,1725.8,0.06,43,0.11,95.88,191.76,18,25,11,11,27,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,N
12,27,0,12,14,9,5,119,67.49,36.75,91151.39,0.83,402,0.03,5063.97,2480.31,147,255,48,24,150,N
2,11,0,0,6,1,1,14,10.97,26,7416.43,0.1,66,0.04,412.02,285.25,28,38,7,13,18,N
16,69,0,1,35,16,26,164,77.45,42.56,140300.03,1.1,526,0.02,7794.45,3296.33,227,299,56,21,187,Y
2,47,0,2,24,5,20,57,24.51,32.94,26598.86,0.27,155,0.03,1477.71,807.47,56,99,17,20,63,Y
3,3,0,1,2,2,1,12,34.59,5.7,1123.77,0.07,43,0.18,62.43,197.15,19,24,15,9,18,N
0,3,0,0,2,2,1,6,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,4,7,4,5,8,N
9,3,6,1,2,2,1,25,75.51,9.73,7142.89,0.24,138,0.1,396.83,734.43,67,71,31,9,43,Y
18,35,0,7,18,13,8,94,115.83,28.23,92277.37,1.09,475,0.04,5126.52,3269.26,210,265,93,25,119,N
11,17,0,13,9,5,8,51,53.79,20.3,22165.29,0.36,200,0.05,1231.41,1091.89,87,113,30,14,80,Y
5,5,0,1,3,2,3,25,85.12,8.86,6677.31,0.25,131,0.11,370.96,753.89,62,69,42,12,33,N
17,27,0,10,14,7,1,75,64.12,32.28,66825,0.69,345,0.03,3712.5,2070,165,180,46,18,104,N
2,5,0,0,3,2,3,9,24.33,8.5,1757.96,0.07,44,0.12,97.66,206.82,17,27,13,13,13,N
6,7,0,0,4,3,3,37,32.81,25.46,21266.56,0.28,153,0.04,1181.48,835.29,67,86,25,19,45,Y
3,5,1,3,3,3,1,16,31.35,8,2006.15,0.08,54,0.13,111.45,250.77,24,30,15,10,28,N
2,3,0,0,2,2,1,10,25.72,8.67,1931.84,0.07,48,0.12,107.32,222.91,16,32,12,13,14,N
12,3,0,13,2,2,1,29,92.66,6.88,4379.75,0.21,116,0.15,243.32,637.05,55,61,36,9,56,N
4,1,0,0,1,1,1,9,30.92,9.38,2717.75,0.1,66,0.11,150.99,289.89,25,41,12,9,15,Y
3,3,0,0,2,2,1,13,24.97,10,2497.28,0.08,56,0.1,138.74,249.73,20,36,11,11,18,N
1,7,0,0,4,4,1,20,34.22,7.46,1906.47,0.09,55,0.13,105.91,255.41,19,36,14,11,23,N
1,1,0,0,1,1,1,5,29.82,13.82,5693.77,0.14,97,0.07,316.32,412.05,38,59,11,8,8,N
1,3,0,0,2,2,1,6,9.83,6.4,402.61,0.02,17,0.16,22.37,62.91,8,9,5,8,9,N
3,7,0,5,4,3,1,19,43.19,12.4,6645.43,0.18,100,0.08,369.19,535.76,43,57,26,15,29,Y
0,1,0,0,1,1,1,3,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,4,8,4,7,5,N
9,9,0,6,5,5,3,44,55.33,16.25,14611.66,0.3,161,0.06,811.76,899.18,65,96,32,16,61,N
1,3,0,0,2,1,1,7,17.36,4.5,351.62,0.03,20,0.22,19.53,78.14,6,14,6,9,10,Y
38,19,0,9,10,9,1,68,85.9,25.51,55895.84,0.73,354,0.04,3105.32,2191.2,145,209,54,19,119,Y
2,11,1,3,6,3,1,17,13.16,26.45,9206.27,0.12,69,0.04,511.46,348.06,23,46,10,23,25,N
5,1,0,3,1,1,1,23,35.17,11.67,4786.46,0.14,92,0.09,265.91,410.27,28,64,12,10,33,N
4,5,0,0,3,2,1,19,15.83,18.41,5364.91,0.1,62,0.05,298.05,291.43,27,35,11,15,25,N
3,7,0,0,4,2,1,20,20.24,19.5,7697.19,0.13,85,0.05,427.62,394.73,36,49,12,13,26,N
2,5,1,0,3,3,1,31,46.35,13,7832.97,0.2,114,0.08,435.16,602.54,52,62,26,13,37,N
3,3,0,3,2,2,1,13,23.46,6.4,960.75,0.05,36,0.16,53.38,150.12,16,20,10,8,21,Y
1,11,1,9,10,10,1,42,20.02,38.86,30223.43,0.26,157,0.03,1679.08,777.81,64,93,14,17,55,N
3,3,0,0,2,2,1,7,24.38,6.67,1083.44,0.05,37,0.15,60.19,162.52,10,27,9,12,12,N
4,5,0,2,3,3,1,24,31.55,13.6,5835.81,0.14,83,0.07,324.21,429.1,34,49,20,16,34,N
4,13,0,12,7,5,4,33,24.48,20.04,9826.83,0.16,99,0.05,545.93,490.47,33,66,14,17,51,Y
0,1,0,0,1,1,1,10,11.45,15.3,2679.62,0.06,46,0.07,148.87,175.14,17,29,5,9,13,N
0,3,0,0,2,1,1,5,9.87,5.63,312.22,0.02,15,0.18,17.35,55.51,5,10,4,9,7,N
4,5,0,4,3,2,1,16,28.24,9.53,2566.49,0.09,56,0.1,142.58,269.21,22,34,15,13,26,N
5,13,0,7,7,5,1,55,52.14,22.85,27216.16,0.4,227,0.04,1512.01,1191.28,99,128,26,12,69,N
0,7,0,0,4,2,3,6,15.74,5.71,513.85,0.03,22,0.18,28.55,89.92,8,14,7,10,8,N
0,1,0,0,1,1,1,7,26.01,7.7,1542.2,0.07,49,0.13,85.68,200.29,22,27,10,7,9,N
15,21,0,43,11,11,1,93,52.17,41.43,89560.14,0.72,369,0.02,4975.56,2161.59,146,223,37,21,153,Y
5,1,0,0,1,1,1,15,35.61,9.9,3490.08,0.12,75,0.1,193.89,352.53,27,48,15,11,22,N
0,3,0,0,2,2,1,9,20.51,3.43,241.06,0.02,19,0.29,13.39,70.31,8,11,7,6,11,N
2,3,0,0,2,2,1,12,28.57,4.2,504,0.04,30,0.24,28,120,14,16,10,6,17,N
0,3,0,0,2,2,1,5,26.54,3.85,393.42,0.03,25,0.26,21.86,102.19,11,14,10,7,7,N
3,11,0,0,6,4,3,39,48.17,11.44,6303.81,0.18,105,0.09,350.21,551.03,44,61,25,13,44,N
2,1,0,1,1,1,1,5,25.79,3.33,286.51,0.03,22,0.3,15.92,85.95,10,12,9,6,10,N
1,1,0,0,1,1,1,49,131.5,12.25,19732.68,0.54,290,0.08,1096.26,1610.83,140,150,40,7,52,N
3,33,0,0,17,8,15,45,32.6,24.5,19568.93,0.27,157,0.04,1087.16,798.73,70,87,20,14,50,N
10,23,0,13,12,8,9,47,41.33,30.57,38612.14,0.42,213,0.03,2145.12,1263.25,101,112,38,23,70,N
7,3,0,0,2,2,1,22,34.41,13.63,6394.96,0.16,93,0.07,355.28,469.13,37,56,19,14,29,N
32,14,0,6,8,7,1,74,34.54,37.91,49635,0.44,232,0.03,2757.5,1309.37,89,143,27,23,115,Y
0,1,0,0,1,1,1,7,28.47,3.61,371.22,0.03,27,0.28,20.62,102.8,13,14,9,5,9,Y
6,9,0,0,5,5,1,17,21.27,14.62,4550.4,0.1,67,0.07,252.8,311.14,27,40,12,13,25,Y
14,35,1,12,18,10,6,75,37.65,53.14,106331.12,0.67,351,0.02,5907.28,2000.85,124,227,28,24,104,N
2,3,0,0,2,2,1,10,30.12,6.65,1331.9,0.07,49,0.15,73.99,200.29,19,30,10,7,14,N
12,64,0,6,33,15,15,143,69.1,40.27,112057.5,0.93,433,0.02,6225.42,2782.57,176,257,59,27,163,Y
3,7,0,2,4,4,1,24,44.84,9,3631.96,0.13,80,0.11,201.78,403.55,36,44,22,11,31,N
24,3,0,19,2,2,1,46,113.29,14.34,23292.68,0.54,260,0.07,1294.04,1624.46,127,133,62,14,91,Y
3,5,0,0,3,1,1,27,32.68,21.2,14686.72,0.23,134,0.05,815.93,692.77,53,81,20,16,33,Y
0,1,0,1,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,6,N
5,24,5,0,15,4,1,58,39.9,21.1,17769.19,0.28,147,0.05,987.18,842,51,96,29,24,70,N
3,13,1,0,7,2,4,24,17.88,28.5,14520.29,0.17,101,0.04,806.68,509.48,42,59,14,19,30,N
3,3,0,11,2,2,1,11,19.08,6.5,806,0.04,31,0.15,44.78,124,13,18,8,8,27,N
3,1,0,0,1,1,1,11,44.77,8,2865.22,0.12,71,0.13,159.18,358.15,32,39,22,11,16,N
38,43,1,44,22,5,8,106,37.7,62.71,148252.29,0.79,387,0.02,8236.24,2364,173,214,40,29,193,N
4,3,0,2,2,2,1,12,30.14,8.21,2033.76,0.08,54,0.12,112.99,247.59,23,31,14,10,20,N
4,11,0,1,6,2,6,24,32.79,21.44,15069.64,0.23,128,0.05,837.2,702.96,49,79,24,21,32,N
3,3,0,3,2,2,1,8,18.5,6.13,693.96,0.04,29,0.16,38.55,113.3,14,15,8,7,16,N
14,29,0,5,15,2,12,50,27.85,37.5,39159.85,0.35,188,0.03,2175.55,1044.26,66,122,22,25,71,N
3,55,0,0,28,28,28,43,55.01,21.91,26413.58,0.4,235,0.05,1467.42,1205.38,84,151,23,12,48,Y
19,63,0,11,32,15,8,200,103.66,58.45,354104.19,2.02,890,0.02,19672.45,6058.55,368,522,85,27,233,N
0,1,0,0,1,1,1,2,13.2,2.5,82.5,0.01,11,0.4,4.58,33,5,6,4,4,4,N
1,5,0,0,3,2,1,6,10.88,6.3,431.75,0.02,18,0.16,23.99,68.53,7,11,5,9,9,N
9,21,2,2,11,6,8,53,37.45,29.59,32796.42,0.37,203,0.03,1822.02,1108.26,94,109,27,17,68,N
8,9,0,3,5,1,1,20,19.49,19.5,7409.59,0.13,84,0.05,411.64,379.98,30,54,10,13,34,N
202,503,3,78,286,197,82,1599,293.29,188.01,10367010.97,18.38,5392,0.01,575945.03,55140.81,2243,3149,1026,172,1882,Y
1,9,0,0,5,5,5,13,19.72,16.14,5146.25,0.11,67,0.06,285.9,318.58,30,37,13,14,16,N
5,13,2,4,7,5,1,40,32.29,24.29,19053.07,0.26,142,0.04,1058.5,784.35,53,89,24,22,53,N
2,15,0,0,8,4,6,21,46.07,13.19,8013.93,0.2,110,0.08,445.22,607.59,45,65,29,17,25,N
5,3,0,3,2,1,1,12,25.62,12.13,3772.38,0.1,64,0.08,209.58,310.91,26,38,15,14,22,N
