@relation MC1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute GLOBAL_DATA_COMPLEXITY numeric
@attribute GLOBAL_DATA_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0,1,2,0,0,0,1,1,0,1,1,4,1,0,0,0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1,0,0,5,0.5,4,11,3,7,2,0,0,N
6,13,11,0,6,20,7,0.22,8,5,0,38,7,1,32,0,0,0,66.91,11.92,9501.02,0.27,142,0.08,527.83,797.29,1,6,10,33,0.15,66,76,36,13,46,15.79,32,N
7,15,12,1,6,24,8,0.23,10,5,0,43,7,0,34,0,0,0,73.7,11.83,10320.65,0.29,153,0.08,573.37,872.17,0,7,12,37,0.16,71,82,39,13,50,17.07,35,N
0,5,4,0,0,8,3,0.43,4,2,0,13,1,0,7,0,0,0,11.89,13.13,2048.55,0.05,35,0.08,113.81,156.08,0,2,4,12,0.33,15,20,8,14,9,0,7,N
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,4.75,1,4.75,0,3,1,0.26,4.75,1,0,0,2,1,1,2,1,2,1,0,0,N
5,25,11,3,6,46,13,0.33,22,11,0,61,9,0,36,0,0,0,46.36,22.4,23260.82,0.35,188,0.04,1292.27,1038.43,0,12,23,50,0.25,84,104,30,16,52,20,39,N
7,17,10,0,7,32,9,0.25,16,8,0,41,1,0,36,0,3,0,40.47,20,16189.25,0.27,142,0.05,899.4,809.46,0,8,16,34,0.17,64,78,32,20,52,16.28,36,N
2,7,0,0,7,12,4,0.5,6,1,0,14,1,0,8,0,4,1,12.17,13.5,2217.15,0.05,38,0.07,123.17,164.23,0,3,6,12,0.17,18,20,8,12,23,46.67,8,N
0,1,1,0,0,0,1,0.2,0,1,1,3,1,0,5,0,0,0,28.56,3.33,317.28,0.03,25,0.3,17.63,95.18,1,0,0,4,0.14,12,13,9,5,7,0,5,N
0,5,2,1,1,8,3,0.21,4,3,1,12,1,0,13,0,0,0,27.53,7.5,1548.29,0.07,47,0.13,86.02,206.44,0,2,4,11,0.18,20,27,12,9,17,13.33,14,N
0,3,2,0,0,4,2,0.12,2,1,0,7,1,0,17,0,1,0,54.4,6.6,2369.73,0.12,70,0.15,131.65,359.05,0,1,2,7,0.11,33,37,25,10,19,0,17,N
6,5,0,5,0,8,3,0.18,4,1,0,10,1,0,12,2,0,0,12.95,14.44,2698.5,0.06,44,0.07,149.92,186.91,0,2,4,9,0.12,21,23,8,11,25,29.41,17,N
2,1,0,0,0,0,1,0.14,0,1,1,1,1,0,7,0,1,1,19.72,7.88,1223.17,0.05,38,0.13,67.95,155.32,1,0,0,2,0.09,14,24,8,9,11,0,7,N
0,1,0,0,0,0,1,0.2,0,1,1,1,1,0,5,0,0,0,21.25,2.4,122.4,0.02,17,0.42,6.8,51,1,0,0,2,0.14,8,9,5,3,7,0,5,N
0,5,2,1,0,6,3,0.43,2,1,0,10,1,0,6,0,3,1,14.58,12.75,2369.5,0.06,43,0.08,131.64,185.84,0,2,3,9,0.38,17,26,8,12,8,14.29,7,N
1,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,3,0.2,2,3,2,3,5,0,2,N
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,10,1,10,0,5,1,0.56,10,1,0,0,2,1,2,3,2,2,1,0,0,N
11,21,16,11,16,38,11,0.22,18,10,0,72,11,1,38,0,9,0,68.12,26.54,47985.65,0.6,322,0.04,2665.87,1807.94,1,10,19,63,0.14,147,175,36,13,78,41.54,49,N
1,3,1,1,1,4,2,0.29,2,2,1,7,1,0,6,2,0,0,8.36,9,677.56,0.03,21,0.11,37.64,75.28,0,1,2,7,0.17,9,12,4,8,12,25,7,N
1,3,6,0,0,4,2,0.25,2,1,0,11,1,0,8,0,0,0,15.07,9.75,1432.72,0.05,34,0.1,79.6,146.95,0,1,2,11,0.18,13,21,8,12,11,0,8,N
1,5,2,4,1,0,3,0.3,0,2,0,10,1,0,6,1,0,0,20.54,4.38,393.13,0.03,23,0.23,21.84,89.86,0,0,0,9,0.21,10,13,8,7,14,45.45,10,N
4,1,1,4,2,0,1,0.14,0,1,1,3,1,0,3,0,0,0,30.91,4.36,588.59,0.04,33,0.23,32.7,134.89,1,0,0,4,0.07,16,17,11,6,15,66.67,7,N
2,7,3,0,6,10,4,0.25,4,3,0,13,1,0,16,1,4,1,11.2,18.2,3710.99,0.07,48,0.05,206.17,203.9,0,3,5,11,0.15,13,35,5,14,26,27.27,16,N
1,10,0,8,0,0,9,0.28,0,1,0,20,1,0,24,1,0,0,34.46,10.83,4043.92,0.12,74,0.09,224.66,373.29,0,0,0,13,0.26,26,48,18,15,35,25,32,N
2,1,0,0,1,0,1,0.33,0,1,1,1,1,0,3,0,1,1,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,2,0.13,4,5,4,3,8,25,3,N
2,1,0,2,0,0,1,0.25,0,1,1,1,1,0,2,1,0,0,8.43,5.33,239.85,0.01,13,0.19,13.33,44.97,1,0,0,2,0.13,4,9,3,8,8,50,4,N
1,1,0,0,0,0,1,0.25,0,1,1,1,1,0,4,0,1,1,13.5,2,54,0.01,9,0.5,3,27,1,0,0,2,0.14,4,5,4,4,7,0,4,N
15,19,1,9,6,36,10,0.12,18,1,0,49,1,0,72,0,10,1,71.51,12.75,11624.49,0.3,167,0.08,645.81,911.73,0,9,18,41,0.1,68,99,32,12,104,17.24,81,N
4,23,3,1,10,30,1,0.04,8,1,1,37,1,0,26,0,0,0,22.44,50,56093.69,0.37,217,0.02,3116.32,1121.87,1,11,15,27,0.02,80,137,16,20,43,29.73,27,N
18,18,3,15,27,16,1,0.01,8,1,1,42,1,0,67,0,1,1,31,44.38,61064.32,0.46,238,0.02,3392.46,1375.96,1,4,8,31,0.01,99,139,29,26,129,38.53,82,N
8,55,3,4,17,96,1,0.01,42,1,1,105,1,0,71,0,1,1,35.59,83.83,250072.91,0.99,516,0.01,13892.94,2983.18,1,27,48,79,0.01,187,329,29,26,102,22.83,75,N
0,1,0,2,0,0,1,0.33,0,1,1,1,1,0,1,0,1,1,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,2,0.2,3,5,3,4,5,66.67,3,N
8,7,0,14,4,12,4,0.08,6,1,0,15,1,0,36,0,3,0,46.59,32.14,48138.72,0.5,276,0.03,2674.37,1497.65,0,3,6,13,0.06,120,156,28,15,64,33.33,50,N
0,3,0,0,1,4,2,0.67,2,1,0,7,1,0,3,0,0,0,10.71,4.2,188.88,0.01,13,0.24,10.49,44.97,0,1,2,7,0.33,7,6,5,6,6,25,3,N
12,1,0,0,7,0,1,0.14,0,1,1,1,1,0,7,0,0,0,51.39,1.8,166.52,0.03,25,0.56,9.25,92.51,1,0,0,2,0.04,12,13,10,3,28,50,7,N
0,3,2,1,0,4,2,0.11,2,1,0,7,1,0,17,0,2,1,56.84,6.73,2575.02,0.13,74,0.15,143.06,382.57,0,1,2,7,0.1,35,39,26,10,20,5.56,18,N
0,11,8,0,0,20,6,0.22,10,6,1,34,1,0,27,0,0,0,26.07,23.61,14532.97,0.21,120,0.04,807.39,615.51,0,5,10,30,0.21,50,70,18,17,29,0,27,N
6,11,5,0,0,0,6,0.23,0,6,1,23,5,0,26,0,6,1,27.75,18.07,9063.48,0.17,108,0.06,503.53,501.54,0,0,0,19,0.17,46,62,14,11,35,0,26,N
9,9,13,3,10,18,5,0.23,8,4,0,26,1,0,19,0,5,1,26.77,18.5,9160.41,0.17,103,0.05,508.91,495.16,0,5,9,23,0.12,37,66,14,14,43,40.63,22,N
1,3,1,2,0,4,2,0.2,2,1,0,7,1,0,8,0,0,0,16.71,5.14,442.04,0.03,22,0.19,24.56,85.95,0,1,2,7,0.15,9,13,7,8,13,20,10,N
0,1,0,1,0,0,1,0.25,0,1,1,1,1,0,3,0,0,0,16.21,2.25,82.12,0.01,13,0.44,4.56,36.5,1,0,0,2,0.17,6,7,4,3,6,25,4,N
8,9,0,4,10,16,5,0.16,8,1,0,21,1,0,28,0,5,1,132.18,6.24,5141.49,0.27,151,0.16,285.64,824.37,0,4,8,18,0.1,79,72,38,6,52,33.33,32,N
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,9.43,3.5,115.5,0.01,11,0.29,6.42,33,1,0,0,3,0.25,1,10,1,7,4,0,2,N
0,5,0,0,0,8,3,0.27,4,1,0,8,3,1,11,0,0,0,10.66,7.5,599.66,0.03,21,0.13,33.31,79.95,1,2,4,7,0.23,6,15,4,10,13,0,11,N
7,13,9,0,7,20,7,0.29,8,4,0,32,6,0,24,0,5,0,49.18,11.8,6842.92,0.19,109,0.08,380.16,580.09,0,6,10,27,0.18,49,60,27,13,40,22.58,24,N
0,1,0,2,0,0,1,0.33,0,1,1,1,1,0,1,0,0,0,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,2,0.2,4,5,4,3,5,66.67,3,N
0,1,1,0,0,0,1,0.06,0,1,1,2,1,0,18,8,1,1,49.27,15.44,11741.46,0.25,146,0.06,652.3,760.58,1,0,0,3,0.03,57,89,24,13,30,0,18,N
0,3,2,0,0,4,2,0.4,2,2,1,7,1,0,5,2,2,1,15.36,3.5,188.21,0.02,15,0.29,10.46,53.77,0,1,2,7,0.29,5,10,5,7,7,0,5,N
6,5,2,10,0,8,3,0.12,4,1,0,13,1,0,15,1,0,0,22.9,11.46,3006.28,0.09,58,0.09,167.02,262.37,0,2,4,12,0.09,25,33,12,11,33,40,25,N
1,22,6,0,0,28,12,0.27,12,7,0,48,4,0,44,0,8,0,20.62,44.69,41183.85,0.31,158,0.02,2287.99,921.6,0,8,14,38,0.26,65,93,24,33,47,0,44,N
12,25,16,5,12,44,13,0.14,20,10,0,77,9,0,87,0,5,0,69.2,35.36,86504.3,0.82,387,0.03,4805.79,2446.59,0,12,22,66,0.11,165,222,56,24,118,16.35,92,N
1,9,1,0,1,10,5,0.63,2,2,0,11,1,0,8,0,0,0,19.98,4.5,404.66,0.03,22,0.22,22.48,89.92,0,4,5,8,0.42,8,14,8,9,12,11.11,8,N
4,9,3,0,4,14,5,0.25,6,2,0,23,3,0,20,0,5,1,17.35,22.85,9054.75,0.13,80,0.04,503.04,396.34,0,4,7,20,0.17,33,47,13,18,30,16.67,20,Y
11,16,4,17,15,10,12,0.2,4,7,0,42,3,0,44,0,0,0,34.55,65.19,146834.36,0.75,374,0.02,8157.46,2252.37,0,3,5,32,0.13,143,231,34,31,89,42.11,61,Y
2,7,1,0,0,12,4,0.36,6,2,0,14,3,0,11,0,0,0,12.35,16,3162.47,0.07,45,0.06,175.69,197.65,0,3,6,12,0.29,16,29,7,14,14,0,11,N
5,13,9,0,7,20,7,0.29,8,4,0,32,6,0,24,0,0,0,49.18,11.8,6842.92,0.19,109,0.08,380.16,580.09,0,6,10,27,0.18,49,60,27,13,38,22.58,24,N
0,1,2,0,0,0,1,0.11,0,1,1,7,1,0,9,0,0,0,16.05,10.31,1708.46,0.06,39,0.1,94.91,165.67,1,0,0,8,0.09,15,24,8,11,11,0,9,N
2,26,4,0,1,16,21,0.25,8,20,0,61,1,0,85,0,2,0,58.9,39.38,91316.89,0.77,353,0.03,5073.16,2319.16,0,4,8,42,0.24,135,218,60,35,89,1.16,85,N
3,5,1,6,0,8,3,0.19,4,1,0,11,1,0,10,0,0,0,14.41,12,2074.53,0.06,40,0.08,115.25,172.88,0,2,4,10,0.14,16,24,8,12,21,37.5,16,N
7,13,8,4,15,24,7,0.08,12,5,0,62,1,0,88,0,0,0,240.62,13.87,46307.36,1.11,480,0.07,2572.63,3338.01,0,6,12,57,0.06,218,262,110,14,116,17.76,92,N
6,5,3,0,0,8,3,0.23,4,2,0,12,1,0,13,0,2,0,21,22.4,10536.98,0.16,89,0.04,585.39,470.4,0,2,4,11,0.14,28,61,15,24,21,0,13,N
2,3,1,1,6,4,1,0.08,2,1,1,9,1,0,11,0,1,1,19.16,13.22,3349.45,0.08,56,0.08,186.08,253.32,1,1,2,9,0.05,17,39,9,14,22,38.89,12,N
10,7,2,0,11,12,4,0.1,6,4,1,22,1,0,41,0,4,1,19,84,134074.57,0.53,296,0.01,7448.59,1596.13,0,3,6,20,0.06,126,170,18,24,64,21.15,41,N
6,3,4,0,7,4,1,0.06,2,1,1,18,1,0,18,0,1,1,49.61,12.63,7915.95,0.21,129,0.08,439.78,626.68,1,1,2,18,0.03,48,81,19,10,33,28,18,N
7,3,1,0,2,4,2,0.2,2,2,1,8,1,0,10,0,2,1,11.68,12,1682.18,0.05,33,0.08,93.45,140.18,0,1,2,8,0.09,14,19,7,12,22,16.67,10,N
4,1,2,4,3,0,1,0.07,0,1,1,7,1,0,11,0,1,1,47.12,6.88,2232.16,0.11,69,0.15,124.01,324.33,1,0,0,8,0.04,26,43,17,9,24,38.89,15,N
6,5,7,0,2,8,3,0.14,4,2,0,16,1,0,21,0,2,0,55.05,8.2,3701.29,0.15,88,0.12,205.63,451.38,0,2,4,15,0.1,41,47,25,10,31,8.7,21,N
17,21,3,0,87,40,11,0.22,20,8,0,49,1,0,49,0,0,0,21.75,67.36,98690.19,0.49,270,0.01,5482.79,1465.09,0,10,20,40,0.07,97,173,18,25,155,63.97,49,N
11,21,14,6,17,38,11,0.26,18,10,0,65,11,1,36,0,0,0,57.5,25.16,36402.08,0.48,265,0.04,2022.34,1446.75,1,10,19,56,0.15,120,145,31,13,72,38.98,42,N
6,5,4,0,7,8,3,0.15,4,2,0,14,1,0,20,0,0,0,22.87,20.8,9892.54,0.16,96,0.05,549.59,475.6,0,2,4,13,0.09,39,57,15,16,35,25.93,20,N
1,3,1,3,0,4,2,0.33,2,2,1,5,1,0,3,1,2,1,8.96,8,573.59,0.02,20,0.13,31.87,71.7,0,1,2,5,0.22,8,12,4,8,9,50,6,N
5,5,1,6,5,8,1,0.05,4,1,1,14,1,0,13,0,0,0,26.83,11.08,3292.14,0.1,64,0.09,182.9,297.21,1,2,4,13,0.03,24,40,13,12,31,45.83,19,N
3,5,2,0,3,8,3,0.16,4,3,1,13,1,0,19,0,0,0,19.63,22.75,10158.83,0.15,95,0.04,564.38,446.54,0,2,4,12,0.11,39,56,12,14,27,13.64,19,N
7,13,8,1,4,24,7,0.19,12,5,0,31,1,0,35,0,4,0,60.13,9.98,5986.96,0.2,120,0.1,332.61,600,0,6,12,26,0.14,51,69,23,9,49,12.5,36,N
22,21,4,0,14,40,11,0.17,20,10,0,53,1,0,63,0,0,0,29.62,75,166603.99,0.74,386,0.01,9255.78,2221.39,0,10,20,44,0.06,150,236,27,27,191,18.18,63,N
2,3,0,3,0,4,2,0.2,2,1,0,7,1,0,7,1,2,1,8.72,13,1472.9,0.04,29,0.08,81.83,113.3,0,1,2,7,0.14,13,16,5,10,14,30,10,N
8,11,1,1,8,20,6,0.19,10,1,0,28,1,0,30,0,6,1,55.91,9.9,5485.35,0.18,114,0.1,304.74,553.81,0,5,10,24,0.12,52,62,21,8,49,23.08,31,N
18,5,5,1,0,4,3,0.19,2,3,1,14,1,0,15,0,3,1,29.96,8.57,2200.78,0.09,56,0.12,122.27,256.76,0,1,2,13,0.08,24,32,14,10,37,6.25,16,N
1,7,0,0,2,12,1,0.05,6,1,1,18,1,0,19,0,0,0,26.29,17.5,8052.16,0.15,89,0.06,447.34,460.12,1,3,6,16,0.04,35,54,18,18,25,9.52,19,N
3,7,4,0,2,12,4,0.27,6,3,0,15,1,0,15,0,4,1,25.89,8.25,1762.34,0.07,46,0.12,97.91,213.62,0,3,6,13,0.18,21,25,14,11,22,11.76,15,N
0,1,0,0,1,0,1,0.5,0,1,1,1,1,0,2,0,0,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.2,2,3,2,3,5,33.33,2,N
0,1,0,0,0,0,1,0.33,0,1,1,1,1,0,3,0,1,1,13.2,2.5,82.5,0.01,11,0.4,4.58,33,1,0,0,2,0.2,5,6,4,4,5,0,3,N
0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,1,1,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,1,0,0,3,0.5,4,7,4,5,2,0,0,N
1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.01,0,1,0,1,69,0,1,N
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,2,1,4,5,4,3,1,0,0,N
0,3,0,0,0,4,2,0.29,2,1,0,5,1,0,7,2,1,0,16.78,6.29,663.06,0.04,27,0.16,36.84,105.49,0,1,2,5,0.17,11,16,7,8,12,0,7,N
19,41,17,13,26,76,21,0.23,36,19,0,137,19,0,78,0,16,0,86.27,47.4,193827.5,1.36,679,0.02,10768.19,4089.19,0,20,38,118,0.15,316,363,50,15,138,33.33,91,N
39,11,12,47,27,20,6,0.04,10,1,0,42,1,0,91,0,5,0,253.3,20.6,107527.91,1.74,753,0.05,5973.77,5218.85,0,5,10,38,0.03,273,480,106,16,206,44.85,138,Y
2,13,5,1,2,24,7,0.39,12,5,0,33,1,0,17,0,0,0,28.71,13.08,4909.8,0.13,83,0.08,272.77,375.46,0,6,12,28,0.29,34,49,13,10,24,15,18,N
2,5,7,1,0,8,3,0.13,4,3,1,22,1,0,23,0,0,0,66.6,8.84,5203.41,0.2,113,0.11,289.08,588.67,0,2,4,21,0.11,55,58,28,9,28,4.17,24,N
0,1,1,0,1,0,1,0.25,0,1,1,2,1,0,4,0,0,0,8.45,6,304.31,0.02,16,0.17,16.91,50.72,1,0,0,3,0.14,6,10,3,6,7,20,4,N
4,21,1,0,4,34,11,0.32,14,2,0,34,5,0,34,0,3,0,26.07,35.6,33036.05,0.31,170,0.03,1835.34,928.1,0,10,17,25,0.25,65,105,21,23,44,10.53,34,N
7,15,12,1,6,24,8,0.23,10,5,0,43,7,0,34,0,5,0,73.7,11.83,10320.65,0.29,153,0.08,573.37,872.17,0,7,12,37,0.16,71,82,39,13,50,17.07,35,N
1,3,1,0,2,4,2,0.29,2,2,1,5,1,0,7,0,0,0,12.26,7.33,659.44,0.03,22,0.14,36.64,89.92,0,1,2,5,0.17,8,14,6,11,12,22.22,7,N
0,16,0,31,0,0,15,0.19,0,1,0,32,1,0,50,0,15,1,41.55,38,59998.29,0.53,247,0.03,3333.24,1578.9,0,0,0,19,0.18,92,155,46,38,83,38.27,81,N
3,3,0,6,3,4,1,0.08,2,1,1,11,1,0,7,0,0,0,24.67,10.08,2508.69,0.08,55,0.1,139.37,248.8,1,1,2,11,0.05,22,33,12,11,21,56.25,13,N
0,1,2,0,0,0,1,0.5,0,1,1,3,1,0,2,0,0,0,9.96,3.5,122.04,0.01,11,0.29,6.78,34.87,1,0,0,4,0.25,2,9,2,7,4,0,2,N
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,16.5,2,66,0.01,11,0.5,3.67,33,1,0,0,2,1,4,7,4,4,1,0,0,N
8,19,13,6,6,36,10,0.23,18,10,1,57,6,0,38,0,0,0,79.49,15.92,20158.99,0.42,221,0.06,1119.94,1265.87,0,9,18,49,0.17,98,123,40,13,60,24,44,N
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,8,1,8,0,4,1,0.44,8,1,0,0,2,0.25,2,2,2,2,4,0,2,N
12,17,4,0,6,24,10,0.17,12,5,0,39,4,0,60,1,9,0,43.24,29.88,38605.2,0.43,217,0.03,2144.73,1292.06,0,6,12,31,0.13,68,149,33,29,80,9.09,60,N
25,5,0,24,8,8,3,0.04,4,1,0,13,1,0,50,0,1,0,56.97,63.22,227673.63,1.2,652,0.02,12648.53,3601.36,0,2,4,12,0.03,289,363,32,14,109,39.02,74,N
0,1,1,0,0,0,1,0.33,0,1,1,2,1,0,3,0,1,1,10.8,2.5,67.5,0.01,9,0.4,3.75,27,1,0,0,3,0.2,3,6,3,5,5,0,3,N
0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,0,0,12.18,3,109.62,0.01,11,0.33,6.09,36.54,1,0,0,3,0.5,4,7,4,6,2,0,0,N
1,3,4,3,2,4,2,0.15,2,2,1,9,1,0,10,0,2,1,43.79,3.72,605.59,0.05,36,0.27,33.64,162.85,0,1,2,9,0.11,17,19,16,7,18,33.33,13,N
3,7,4,1,1,12,4,0.27,6,4,1,17,3,0,14,0,3,0,31.39,6.33,1259.12,0.07,46,0.16,69.95,198.81,0,3,6,15,0.19,19,27,12,8,21,12.5,15,N
3,9,0,0,0,14,5,0.21,6,1,0,15,3,0,24,3,0,0,17.84,15,4013.49,0.09,60,0.07,222.97,267.57,0,4,7,12,0.16,25,35,10,12,31,0,24,N
19,41,16,8,26,76,21,0.28,36,19,0,120,19,0,66,0,16,0,68.71,44.09,133582.51,1.01,515,0.02,7421.25,3029.56,0,20,38,101,0.17,237,278,43,16,121,34,74,N
2,1,1,0,0,0,1,0.33,0,1,1,2,1,0,3,0,1,1,11.16,3.12,108.97,0.01,11,0.32,6.05,34.87,1,0,0,3,0.13,5,6,4,5,8,0,3,N
9,11,3,0,0,20,6,0.29,10,3,0,24,1,0,21,0,0,0,34.68,21.58,16147.85,0.25,134,0.05,897.1,748.38,0,5,10,20,0.19,51,83,26,22,32,0,21,N
3,11,6,0,2,20,6,0.35,10,4,0,28,1,0,17,0,6,1,29.4,11.54,3914.62,0.11,75,0.09,217.48,339.27,0,5,10,24,0.25,30,45,13,10,24,10.53,17,N
17,21,4,0,36,40,11,0.19,20,10,0,51,1,0,59,0,11,1,28.52,66.04,124369.51,0.63,332,0.02,6909.42,1883.25,0,10,20,42,0.1,127,205,25,26,114,37.89,59,N
0,1,1,0,0,0,1,0.25,0,1,1,2,1,0,4,0,1,1,10.24,7,501.89,0.02,20,0.14,27.88,71.7,1,0,0,3,0.17,7,13,4,8,6,0,4,N
4,11,11,3,5,20,6,0.25,10,6,1,36,1,0,21,0,6,1,52.64,16.5,14331.03,0.29,168,0.06,796.17,868.55,0,5,10,32,0.17,75,93,25,11,35,27.59,24,N
49,21,12,3,31,40,11,0.15,20,9,0,72,8,0,70,0,4,0,67.9,25.58,44433.67,0.58,278,0.04,2468.54,1736.92,0,10,20,63,0.06,134,144,55,21,176,32.68,73,N
14,1,6,1,23,0,1,0.08,0,1,1,7,1,0,11,0,0,0,68.52,2.5,428.25,0.06,39,0.4,23.79,171.3,1,0,0,8,0.02,16,23,16,5,51,68.57,12,N
1,5,1,4,0,8,3,0.3,4,3,1,10,1,0,6,0,2,0,13.71,6.67,609.18,0.03,24,0.15,33.84,91.38,0,2,4,9,0.23,10,14,6,8,13,40,10,N
1,5,0,0,0,8,3,0.38,4,1,0,11,1,0,8,0,0,0,10.85,9,879.05,0.03,25,0.11,48.84,97.67,0,2,4,10,0.27,12,13,6,9,11,0,8,N
8,27,5,0,0,52,14,0.35,26,8,0,62,1,0,40,0,0,0,45.28,27.61,34524.47,0.42,240,0.04,1918.03,1250.27,0,13,26,50,0.28,81,159,22,15,50,0,40,N
42,41,12,11,44,74,21,0.17,34,16,0,97,13,0,112,0,13,0,64.76,51.77,173605.3,1.12,526,0.02,9644.74,3353.27,0,20,37,78,0.1,227,299,57,26,218,32.93,123,N
3,3,0,0,3,4,2,0.25,2,1,0,6,1,0,8,0,0,0,16.18,6.43,668.57,0.03,26,0.16,37.14,104,0,1,2,6,0.13,10,16,7,9,16,27.27,8,N
12,17,4,0,6,24,10,0.17,12,5,0,39,4,0,60,1,0,0,43.24,29.88,38605.2,0.43,217,0.03,2144.73,1292.06,0,6,12,31,0.13,68,149,33,29,80,9.09,60,N
2,5,1,0,2,8,3,0.3,4,2,0,10,1,0,10,0,0,0,14.31,15.11,3267.33,0.07,46,0.07,181.52,216.22,0,2,4,9,0.19,16,30,9,17,16,16.67,10,N
0,1,1,0,0,0,1,0.33,0,1,1,2,1,0,3,1,1,1,8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,1,0,0,3,0.2,4,8,3,7,5,0,3,N
3,3,3,0,0,4,2,0.13,2,2,1,10,1,0,16,0,1,0,30.45,4.62,648.71,0.05,32,0.22,36.04,140.55,0,1,2,10,0.1,15,17,13,8,20,0,16,N
4,5,4,1,3,8,3,0.14,4,3,1,13,1,0,20,0,0,0,32.61,21.25,14723.22,0.23,133,0.05,817.96,692.86,0,2,4,12,0.09,50,83,20,17,32,16.67,21,N
11,23,16,4,18,42,12,0.24,20,10,0,67,11,0,46,0,0,0,62.33,27.16,45986.37,0.56,297,0.04,2554.8,1693.03,0,11,21,57,0.15,134,163,37,15,81,32.35,50,N
1,3,0,0,0,4,2,0.5,2,1,0,5,1,0,4,0,2,1,5.43,7,266.27,0.01,12,0.14,14.79,38.04,0,1,2,5,0.29,4,8,2,7,7,0,4,N
10,9,3,2,7,16,5,0.2,8,3,0,22,1,0,23,0,0,0,28.49,33.47,31908.79,0.32,189,0.03,1772.71,953.39,0,4,8,19,0.11,63,126,16,17,44,28.13,25,N
2,5,3,1,0,8,3,0.19,4,3,1,15,1,0,15,0,3,1,30.54,8.67,2294.06,0.09,57,0.12,127.45,264.7,0,2,4,14,0.15,26,31,15,10,20,6.25,16,N
8,13,2,0,10,24,7,0.21,12,2,0,31,1,0,34,0,0,0,24.46,36.42,32440.57,0.3,171,0.03,1802.25,890.82,0,6,12,26,0.13,69,102,18,19,55,22.73,34,N
0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,1,1,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,1,0,0,3,0.5,4,8,4,7,2,0,0,N
0,1,1,0,0,0,1,0.17,0,1,1,2,1,0,6,0,0,0,22.08,3.57,281.68,0.03,22,0.28,15.65,78.87,1,0,0,3,0.13,10,12,7,5,8,0,6,N
0,5,1,4,0,8,3,0.33,4,2,0,9,1,0,5,0,0,0,11.81,4.5,239.18,0.02,16,0.22,13.29,53.15,0,2,4,8,0.27,6,10,4,6,11,44.44,9,N
2,1,4,0,0,0,1,0.14,0,1,1,7,1,0,7,0,1,1,22.95,5.06,586.44,0.04,29,0.2,32.58,116,1,0,0,8,0.09,13,16,9,7,11,0,7,N
