@relation PC1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
18,11,8,0,7,20,6,0.15,10,2,6,1,30,3,0.4,40,2,55.79,31.11,53996.81,0.58,273,0.03,2999.82,1735.61,0.5,5,10,26,0.09,120,153,54,28,66,14.89,40,N
3,11,3,3,5,20,6,0.33,10,2,4,0.67,20,1,0,15,0,40.56,8.89,3204.9,0.12,75,0.11,178.05,360.55,0.17,5,10,16,0.22,32,43,18,10,27,34.78,18,N
1,3,0,0,0,4,2,0.29,2,2,1,0.5,5,1,0,7,1,14.51,4.2,255.97,0.02,17,0.24,14.22,60.94,0.5,1,2,5,0.22,6,11,5,7,9,0,7,N
1,3,2,0,0,4,2,0.4,2,2,2,1,8,1,0,5,0,11.2,7.5,630,0.03,21,0.13,35,84,0.5,1,2,8,0.29,9,12,6,10,7,0,5,N
12,7,1,0,0,12,4,0.17,6,2,4,1,12,1,0,23,1,46.5,11.79,6459.19,0.18,101,0.08,358.84,548.05,0.25,3,6,10,0.11,44,57,28,15,36,0,23,Y
18,25,8,9,17,36,14,0.18,16,2.25,8,0.57,51,5,0.31,67,0,56.74,25.15,35879.48,0.48,227,0.04,1993.3,1426.79,0.36,10,18,39,0.13,95,132,51,27,112,27.96,76,N
7,3,5,0,14,4,2,0.18,2,2,2,1,9,1,0,11,0,26.32,6.87,1243.98,0.06,40,0.15,69.11,180.94,0.5,1,2,9,0.06,15,25,12,11,33,56,11,N
1,11,1,0,0,18,6,0.67,8,2.25,2,0.33,21,5,0.8,9,0,10.31,18.2,3415.17,0.06,45,0.05,189.73,187.65,0.83,5,9,17,0.55,14,31,5,13,11,0,9,N
6,3,4,1,5,4,2,0.22,2,2,2,1,8,1,0,8,0,19.93,3,179.38,0.02,18,0.33,9.97,59.79,0.5,1,2,8,0.1,6,12,5,5,21,42.86,9,N
11,13,4,12,0,24,7,0.11,12,2,4,0.57,32,1,0,49,0,96.31,19.66,37229.33,0.63,304,0.05,2068.3,1893.56,0.14,6,12,27,0.1,145,159,59,16,73,19.67,61,Y
5,3,6,2,7,4,2,0.13,2,2,2,1,13,1,0,13,0,39.87,6.9,1898.17,0.09,60,0.14,105.45,275.1,0.5,1,2,13,0.07,23,37,15,9,28,40.91,15,N
9,11,3,0,10,20,6,0.18,10,2,3,0.5,24,3,0.4,33,1,43.84,34.34,51695.65,0.5,257,0.03,2871.98,1505.5,0.5,5,10,20,0.11,121,136,37,21,53,23.26,33,N
0,3,0,0,1,4,2,0.29,2,2,1,0.5,6,1,0,7,5,16.82,8.33,1168.18,0.05,33,0.12,64.9,140.18,0.5,1,2,6,0.22,15,18,9,10,9,12.5,7,N
1,7,0,0,0,8,4,0.44,2,4,1,0.25,10,4,1,9,0,17.8,12.28,2682.84,0.07,49,0.08,149.05,218.51,1,3,4,8,0.36,17,32,9,13,11,0,9,N
2,3,1,0,0,4,2,0.4,2,2,2,1,7,1,0,5,0,10.81,9.43,961.25,0.03,24,0.11,53.4,101.95,0.5,1,2,7,0.25,11,13,7,12,8,0,5,N
1,5,1,0,0,8,3,0.38,4,2,2,0.67,10,3,1,8,0,11.85,10.21,1236.07,0.04,28,0.1,68.67,121.01,1,2,4,9,0.3,11,17,7,13,10,0,8,N
11,13,1,0,0,18,7,0.3,6,3,4,0.57,18,7,1,23,1,33.12,15.84,8311.04,0.17,104,0.06,461.72,524.62,1,6,9,13,0.2,43,61,19,14,35,0,23,N
0,7,2,0,0,12,4,0.33,6,2,2,0.5,15,1,0,12,0,15.35,20.67,6557.23,0.11,66,0.05,364.29,317.29,0.25,3,6,13,0.31,31,35,12,16,13,0,12,N
8,5,2,0,0,8,3,0.19,4,2,3,1,9,1,0,16,0,32.14,9.33,2800,0.1,60,0.11,155.56,300,0.33,2,4,8,0.12,24,36,18,14,25,0,16,Y
2,13,3,0,0,20,7,0.54,8,2.5,7,1,31,4,0.5,13,2,14.99,30.08,13562.53,0.15,91,0.03,753.47,450.83,0.57,6,10,26,0.44,38,53,12,19,16,0,13,N
39,40,7,4,32,40,25,0.23,16,2.5,14,0.56,81,7,0.25,103,1,80.95,52.91,226588.75,1.43,619,0.02,12588.26,4282.78,0.28,12,22,58,0.14,260,359,86,35,179,25.9,107,Y
17,51,6,35,159,56,33,0.13,24,2.33,27,0.82,127,13,0.38,218,0,109.99,72.75,582205.62,2.67,1054,0.01,32344.76,8002.45,0.39,16,28,96,0.12,452,602,146,47,268,47.09,253,N
0,7,3,0,3,12,4,0.25,6,2,3,0.75,19,1,0,16,0,21.01,13.5,3829.06,0.09,59,0.07,212.73,283.63,0.25,3,6,17,0.2,27,32,14,14,20,15.79,16,N
14,5,4,0,0,8,3,0.14,4,2,3,1,14,1,0,22,0,45.57,8.11,3004.05,0.12,74,0.12,166.89,370,0.33,2,4,13,0.08,31,43,21,11,37,0,22,N
60,10,3,4,3,12,6,0.17,6,2,6,1,20,1,0,32,3,49.14,11.67,6688.01,0.19,107,0.09,371.56,573.26,0.17,3,6,16,0.06,45,62,27,14,100,17.95,36,N
2,7,3,1,0,12,4,0.31,6,2,4,1,16,1,0,12,0,27.6,10.56,3078.75,0.1,60,0.09,171.04,291.48,0.25,3,6,14,0.25,26,34,16,13,16,7.69,13,N
3,3,0,0,1,4,2,0.17,2,2,1,0.5,5,1,0,12,1,15.37,14,3013.13,0.07,49,0.07,167.4,215.22,0.5,1,2,5,0.12,21,28,9,12,17,7.69,12,N
41,31,2,3,22,54,16,0.21,24,2.25,4,0.25,65,3,0.13,73,0,67.09,44.63,133660.73,1,466,0.02,7425.6,2994.64,0.19,15,27,51,0.11,206,260,60,26,140,25.51,76,N
2,7,0,0,0,12,4,0.44,6,2,1,0.25,13,4,1,9,2,7.44,13.5,1355.12,0.03,28,0.07,75.28,100.38,1,3,6,11,0.33,9,19,3,9,12,0,9,N
2,5,1,0,0,8,3,0.23,4,2,1,0.33,13,1,0,13,1,22.29,18.67,7768.18,0.14,84,0.05,431.57,416.15,0.33,2,4,12,0.19,35,49,15,16,16,0,13,N
2,7,2,0,0,8,4,0.31,4,2,3,0.75,15,1,0,13,0,14.24,12.75,2314.39,0.06,42,0.08,128.58,181.52,0.25,2,4,13,0.25,17,25,8,12,16,0,13,N
19,15,3,2,35,28,8,0.13,14,2,2,0.25,36,4,0.43,62,0,41.25,40.3,66987,0.55,275,0.02,3721.5,1662.21,0.5,7,14,30,0.07,124,151,40,26,119,37.37,64,N
1,5,0,1,0,8,3,0.27,4,2,1,0.33,10,1,0,10,2,13.96,11.67,1899.9,0.05,36,0.09,105.55,162.85,0.33,2,4,9,0.23,15,21,9,14,13,9.09,11,N
2,15,4,3,0,20,9,0.43,10,2,7,0.78,33,4,0.38,18,0,19.75,23.8,11186,0.16,94,0.04,621.44,470,0.44,5,10,26,0.2,42,52,15,17,44,14.29,21,N
6,9,2,1,24,16,5,0.24,8,2,4,0.8,19,1,0,20,0,20.4,14.34,4196.62,0.1,58,0.07,233.15,292.57,0.2,4,8,16,0.11,27,31,16,17,45,55.56,21,N
17,3,1,3,16,4,2,0.11,2,2,1,0.5,8,1,0,16,0,38.3,16.62,10572.26,0.21,118,0.06,587.35,636.29,0.5,1,2,8,0.04,54,64,26,16,53,54.29,19,N
5,9,0,3,9,14,5,0.28,6,2.33,1,0.2,16,5,1,15,0,26.32,13.68,4923.53,0.12,72,0.07,273.53,360,1,4,7,13,0.15,31,41,17,15,33,44.44,18,N
7,3,2,0,3,4,2,0.15,2,2,2,1,7,1,0,13,1,21.63,18,7009.12,0.13,81,0.06,389.4,389.4,0.5,1,2,7,0.08,36,45,14,14,24,18.75,13,N
5,7,1,2,0,10,4,0.36,4,2.5,2,0.5,11,1,0,9,0,17.46,14,3421.92,0.08,52,0.07,190.11,244.42,0.25,3,5,9,0.24,24,28,12,14,17,18.18,11,N
2,3,2,1,3,4,2,0.33,2,2,2,1,5,1,0,5,0,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,5,0.29,7,10,6,8,7,44.44,6,N
1,3,0,0,0,4,2,0.18,2,2,1,0.5,6,1,0,11,0,13.47,4,215.55,0.02,17,0.25,11.98,53.89,0.5,1,2,6,0.15,4,13,3,6,13,0,11,N
1,5,1,0,0,8,3,0.43,4,2,1,0.33,10,1,0,7,1,11.62,9.75,1104.67,0.04,29,0.1,61.37,113.3,0.33,2,4,9,0.33,13,16,6,9,9,0,7,N
1,17,4,0,0,30,9,0.47,14,2.14,4,0.44,36,9,1,19,0,26.08,25.85,17423.93,0.22,125,0.04,968,674.04,1,8,15,29,0.43,47,78,20,22,21,0,19,N
11,17,4,0,3,24,9,0.33,8,3,5,0.56,28,9,1,27,0,39,12.68,6265.89,0.16,98,0.08,348.11,494.35,1,8,12,21,0.21,39,59,20,13,42,10,27,N
3,5,1,0,0,6,3,0.21,2,3,2,0.67,8,3,1,14,1,20.9,8.67,1569.62,0.06,39,0.12,87.2,181.11,1,2,3,7,0.17,16,23,12,13,18,0,14,N
3,37,3,0,0,60,19,0.53,24,2.5,6,0.32,68,11,0.56,36,3,33.88,39.58,53092.15,0.45,232,0.03,2949.56,1341.28,0.58,18,30,51,0.48,95,137,30,25,40,0,36,N
1,13,3,0,0,24,7,0.33,12,2,6,0.86,32,1,0,21,0,41.3,18.48,14109.14,0.25,139,0.05,783.84,763.37,0.14,6,12,27,0.3,67,72,29,16,23,0,21,N
1,5,4,0,0,8,3,0.25,4,2,2,0.67,13,1,0,12,2,14.42,12.38,2207.86,0.06,42,0.08,122.66,178.41,0.33,2,4,12,0.21,18,24,8,11,14,0,12,N
5,13,2,0,12,16,7,0.3,8,2,4,0.57,19,7,1,23,3,29.28,11.78,4063.55,0.11,71,0.08,225.75,344.92,1,4,8,14,0.17,29,42,16,13,41,34.29,23,N
2,11,1,0,0,18,6,0.67,8,2.25,3,0.5,23,3,0.4,9,0,10.61,23.21,5718.84,0.08,57,0.04,317.71,246.35,0.5,5,9,19,0.5,25,32,7,13,12,0,9,N
3,7,2,0,0,12,4,0.31,6,2,3,0.75,14,1,0,13,3,16.66,27.3,12420.23,0.15,88,0.04,690.01,454.95,0.25,3,6,12,0.24,39,49,15,21,17,0,13,N
0,9,2,0,1,16,5,0.63,8,2,5,1,17,1,0,8,2,13.02,19.25,4824.58,0.08,59,0.05,268.03,250.63,0.2,4,8,14,0.5,28,31,8,11,10,11.11,8,N
2,7,2,0,0,12,4,0.33,6,2,1,0.25,15,1,0,12,0,14.41,15,3241.45,0.07,50,0.07,180.08,216.1,0.25,3,6,13,0.27,20,30,8,12,15,0,12,N
0,3,1,0,0,4,2,0.14,2,2,2,1,5,1,0,14,1,20.76,12.27,3126.53,0.08,58,0.08,173.7,254.75,0.5,1,2,5,0.13,27,31,11,10,15,0,14,N
2,3,0,0,0,4,2,0.13,2,2,1,0.5,5,1,0,16,0,25.68,12.5,4011.84,0.11,70,0.08,222.88,320.95,0.5,1,2,5,0.11,25,45,12,12,19,0,16,N
7,7,4,0,3,4,5,0.15,2,2,5,1,14,1,0,34,1,41.62,13.04,7074.24,0.18,100,0.08,393.01,542.63,0.2,1,2,11,0.11,44,56,27,16,45,8.1,34,N
9,12,6,2,0,8,8,0.3,2,4,6,0.75,20,4,0.43,25,0,34.52,16.8,9743.56,0.19,105,0.06,541.31,579.97,0.5,3,4,14,0.22,40,65,25,21,37,7.41,27,N
1,3,0,0,0,4,2,0.29,2,2,1,0.5,6,1,0,7,2,8.22,9,666.08,0.02,20,0.11,37,74.01,0.5,1,2,6,0.22,8,12,4,9,9,0,7,N
1,15,2,5,1,20,9,0.27,10,2,5,0.56,40,4,0.38,28,3,34,39.36,52659.86,0.45,223,0.03,2925.55,1338,0.44,5,10,33,0.25,95,128,35,29,36,17.65,33,N
7,13,3,0,6,24,7,0.33,12,2,4,0.57,32,1,0,21,0,32.59,13.12,5614.09,0.14,91,0.08,311.89,427.74,0.14,6,12,27,0.27,42,49,16,10,26,22.22,21,N
0,5,2,0,0,8,3,0.3,4,2,3,1,11,1,0,10,0,25.87,9,2095.13,0.08,53,0.11,116.4,232.79,0.33,2,4,10,0.27,24,29,12,9,11,0,10,N
11,9,12,0,4,20,5,0.1,10,2,5,1,32,1,0,48,0,59.96,20.2,24477.25,0.4,197,0.05,1359.85,1211.5,0.2,5,10,29,0.08,90,107,49,22,64,7.69,48,N
15,5,2,1,8,8,3,0.08,4,2,2,0.67,17,1,0,39,0,74.49,28.18,59167.8,0.7,334,0.04,3287.1,2099.32,0.33,2,4,16,0.05,153,181,57,21,64,18.75,40,N
1,3,0,0,0,4,2,0.12,2,2,1,0.5,6,1,0,17,4,19.85,16.82,5614.18,0.11,76,0.06,311.9,333.82,0.5,1,2,6,0.11,37,39,11,10,19,0,17,N
8,11,2,0,4,18,6,0.18,8,2.25,4,0.67,23,5,0.8,33,2,66.7,9.14,5570.49,0.2,108,0.11,309.47,609.54,0.83,5,9,19,0.13,47,61,36,14,46,10.81,33,N
4,5,1,0,1,8,3,0.21,4,2,2,0.67,11,1,0,14,1,15.57,12.6,2472.31,0.07,44,0.08,137.35,196.21,0.33,2,4,10,0.15,21,23,10,12,20,6.67,14,N
1,3,0,0,0,4,2,0.33,2,2,1,0.5,5,1,0,6,1,10.58,7.2,548.26,0.03,20,0.14,30.46,76.15,0.5,1,2,5,0.25,8,12,5,9,8,0,6,N
19,13,2,0,8,22,7,0.22,10,2.2,3,0.43,24,1,0,32,0,37.91,16.96,10903.69,0.21,120,0.06,605.76,642.91,0.14,6,11,19,0.12,53,67,25,16,60,20,32,N
1,9,0,0,0,16,5,0.31,8,2,1,0.2,19,1,0,16,1,25.24,14.54,5332.64,0.12,79,0.07,296.26,366.86,0.2,4,8,16,0.28,37,42,14,11,18,0,16,N
19,9,1,0,2,16,5,0.09,8,2,1,0.2,22,1,0,54,0,148.42,23.87,84587.05,1.18,507,0.04,4699.28,3543.26,0.2,4,8,19,0.07,241,266,106,21,76,3.57,54,N
55,40,5,0,55,44,25,0.16,20,2.2,13,0.52,91,6,0.21,153,1,95.98,61.92,367939.9,1.98,841,0.02,20441.11,5942.58,0.24,12,22,68,0.09,379,462,101,33,288,26.44,153,Y
4,5,4,0,1,8,3,0.11,4,2,3,1,12,1,0,27,4,45.16,12.29,6817.14,0.18,110,0.08,378.73,554.88,0.33,2,4,11,0.09,43,67,21,12,33,3.57,27,N
19,17,13,0,0,4,15,0.27,2,2,14,0.93,35,1,0,55,1,48.69,19.67,18831.94,0.32,159,0.05,1046.22,957.56,0.07,1,2,22,0.2,59,100,39,26,75,0,55,N
1,11,4,1,0,18,6,0.32,8,2.25,4,0.67,20,6,1,18,1,21.36,16,5469.43,0.11,69,0.06,303.86,341.84,1,5,9,16,0.29,30,39,15,16,21,5.26,19,N
1,3,3,0,0,4,2,0.33,2,2,2,1,8,1,0,6,0,21.31,4.5,431.59,0.03,23,0.22,23.98,95.91,0.5,1,2,8,0.25,9,14,9,9,8,0,6,N
6,7,4,1,12,12,4,0.13,6,2,4,1,17,1,0,31,1,41.14,13.54,7538.26,0.19,102,0.07,418.79,556.86,0.25,3,6,15,0.08,43,59,27,17,51,29.55,32,N
1,11,2,0,0,16,6,0.35,6,2.67,3,0.5,20,6,1,17,3,15.38,23.38,8403.09,0.12,74,0.04,466.84,359.49,1,5,8,16,0.32,33,41,12,17,19,0,17,N
3,3,0,1,2,4,2,0.17,2,2,1,0.5,6,1,0,11,2,25.04,7.33,1346.57,0.06,47,0.14,74.81,183.62,0.5,1,2,6,0.11,22,25,9,6,18,21.43,12,N
7,3,1,0,0,4,2,0.18,2,2,2,1,6,1,0,11,1,22.92,7,1123.32,0.05,35,0.14,62.41,160.47,0.5,1,2,6,0.11,14,21,12,12,19,0,11,N
29,41,2,17,38,64,21,0.18,24,2.67,10,0.48,68,14,0.65,101,4,129.41,22.73,66879.33,0.98,440,0.04,3715.52,2942.06,0.67,20,32,49,0.11,201,239,84,19,186,35.26,118,N
5,69,8,0,0,130,35,0.54,62,2.1,11,0.31,141,19,0.53,65,0,70.75,49.5,173359.85,1.17,526,0.02,9631.1,3502.22,0.54,34,65,108,0.44,204,322,68,33,80,0,65,N
13,17,5,0,5,32,9,0.27,16,2,6,0.67,33,1,0,33,1,48.43,10,4842.62,0.16,96,0.1,269.03,484.26,0.11,8,16,26,0.17,40,56,22,11,52,13.16,33,N
27,17,3,0,20,28,9,0.11,14,2,3,0.33,47,1,0,84,1,140.08,46.39,301439.38,2.17,876,0.02,16746.63,6498.04,0.11,7,14,40,0.07,419,457,140,31,132,19.23,84,Y
48,5,7,2,26,6,3,0.06,2,3,2,0.67,14,3,1,51,0,113.81,16.76,31957.74,0.64,296,0.06,1775.43,1907.11,1,2,3,13,0.02,138,158,70,17,128,35.44,53,N
8,3,2,0,1,4,2,0.15,2,2,2,1,7,1,0,13,1,24.36,8.77,1873.26,0.07,46,0.11,104.07,213.62,0.5,1,2,7,0.09,19,27,13,12,23,7.14,13,N
30,18,9,6,11,22,10,0.2,8,2.75,7,0.7,38,7,0.67,43,0,47.89,21.36,21841.82,0.34,168,0.05,1213.43,1022.69,0.7,7,11,30,0.11,69,99,42,26,91,28.33,49,N
2,3,2,0,0,4,2,0.1,2,2,2,1,7,1,0,20,1,32.81,7.76,1978.37,0.08,53,0.13,109.91,254.79,0.5,1,2,7,0.09,24,29,17,11,23,0,20,N
5,7,0,0,0,10,4,0.31,4,2.5,1,0.25,12,4,1,13,2,17.83,10.4,1928.85,0.06,41,0.1,107.16,185.47,1,3,5,10,0.21,16,25,10,13,19,0,13,N
2,5,0,0,0,8,3,0.3,4,2,1,0.33,9,1,0,10,1,13.12,10.83,1539.78,0.05,31,0.09,85.54,142.13,0.33,2,4,8,0.23,13,18,9,15,13,0,10,N
1,7,4,0,0,12,4,0.19,6,2,2,0.5,24,1,0,21,3,53.82,9.17,4521.96,0.16,94,0.11,251.22,493.31,0.25,3,6,22,0.17,45,49,27,11,23,0,21,N
42,24,3,8,19,24,16,0.18,10,2.4,10,0.63,50,7,0.4,83,1,44.12,58.5,150993.43,0.86,424,0.02,8388.52,2581.08,0.44,7,12,36,0.1,189,235,42,26,153,24.55,91,N
18,19,5,1,58,34,10,0.16,16,2.13,2,0.2,41,5,0.44,60,1,61.6,40.23,99691.06,0.83,392,0.02,5538.39,2478.2,0.5,9,17,33,0.07,177,215,55,25,138,49.58,61,N
1,5,2,0,0,8,3,0.38,4,2,2,0.67,11,3,1,8,0,9.65,14.08,1914.4,0.05,32,0.07,106.36,135.93,1,2,4,10,0.3,13,19,6,13,10,0,8,N
6,9,1,2,4,16,5,0.36,8,2,2,0.4,16,1,0,12,0,15.86,20,6345.71,0.11,66,0.05,352.54,317.29,0.2,4,8,13,0.2,30,36,12,16,25,33.33,14,N
9,9,3,0,5,14,5,0.24,6,2.33,4,0.8,18,3,0.5,21,0,16.41,15,3691.87,0.08,53,0.07,205.1,246.12,0.6,4,7,15,0.14,20,33,10,15,36,19.23,21,N
9,7,1,1,11,12,4,0.18,6,2,2,0.5,16,1,0,21,1,26.56,20.91,11613.09,0.19,103,0.05,645.17,555.41,0.25,3,6,14,0.09,46,57,22,20,43,36.36,22,N
10,12,7,3,1,4,9,0.18,2,2,8,0.89,28,1,0,46,0,54.76,21.31,24859.27,0.39,191,0.05,1381.07,1166.73,0.11,1,2,21,0.15,75,116,44,25,61,8,49,Y
3,3,5,2,3,4,2,0.15,2,2,2,1,10,1,0,11,1,34.58,14.03,6802.76,0.16,97,0.07,377.93,485,0.5,1,2,10,0.1,41,56,19,13,20,31.25,13,N
1,11,2,0,0,18,6,0.5,8,2.25,2,0.33,22,6,1,12,0,11.97,25,7483.01,0.1,61,0.04,415.72,299.32,1,5,9,18,0.43,25,36,10,20,14,0,12,N
1,5,2,0,0,8,3,0.5,4,2,2,0.67,11,1,0,6,1,17.3,4.2,305.12,0.02,21,0.24,16.95,72.65,0.33,2,4,10,0.38,7,14,5,6,8,0,6,N
0,5,1,0,0,8,3,0.43,4,2,3,1,12,1,0,7,1,13.51,13.33,2401.13,0.06,41,0.08,133.4,180.09,0.33,2,4,11,0.38,20,21,9,12,8,0,7,N
1,3,1,0,0,4,2,0.18,2,2,2,1,8,1,0,11,1,22.15,6.4,907.38,0.05,34,0.16,50.41,141.78,0.5,1,2,8,0.15,16,18,10,8,13,0,11,N
24,7,2,11,29,12,4,0.08,6,2,1,0.25,28,1,0,41,0,66.5,19.73,25890.47,0.44,224,0.05,1438.36,1312.19,0.25,3,6,26,0.04,81,143,39,19,106,49.38,52,N
2,5,1,1,0,8,3,0.2,4,2,2,0.67,11,1,0,14,0,19.11,10.5,2107.08,0.07,45,0.1,117.06,200.67,0.33,2,4,10,0.17,21,24,11,11,18,6.67,15,N
9,3,2,0,8,4,2,0.14,2,2,2,1,8,1,0,14,0,37.7,7.78,2280.82,0.1,61,0.13,126.71,293.25,0.5,1,2,8,0.06,28,33,18,10,32,36.36,14,N
32,24,2,1,8,14,19,0.23,6,2.33,18,0.95,58,1,0,80,1,41.45,45.39,85416.04,0.63,304,0.02,4745.34,1881.71,0.05,4,7,41,0.16,123,181,42,31,122,10.11,81,N
1,3,1,0,0,4,2,0.2,2,2,2,1,7,1,0,10,1,38.09,6.5,1609.32,0.08,54,0.15,89.41,247.59,0.5,1,2,7,0.17,26,28,16,8,12,0,10,N
10,3,5,0,2,4,2,0.09,2,2,2,1,10,1,0,22,1,49.53,9.52,4487.33,0.16,88,0.11,249.3,471.46,0.5,1,2,10,0.06,41,47,28,13,35,8.33,22,N
3,9,1,3,4,16,5,0.31,8,2,2,0.4,16,1,0,13,0,39.65,12.16,5863.3,0.16,90,0.08,325.74,482.18,0.2,4,8,13,0.21,38,52,25,16,24,35,16,Y
15,17,2,0,2,24,9,0.31,8,3,5,0.56,24,9,1,29,1,47.16,15.35,11107.27,0.24,136,0.07,617.07,723.78,1,8,12,17,0.19,57,79,26,14,47,6.45,29,N
1,3,1,0,0,4,2,0.25,2,2,1,0.5,7,1,0,8,1,13.4,5.25,369.2,0.02,18,0.19,20.51,70.32,0.5,1,2,7,0.2,7,11,6,9,10,0,8,N
1,7,4,0,0,12,4,0.19,6,2,2,0.5,24,1,0,21,3,34.66,14.24,7026.27,0.16,97,0.07,390.35,493.48,0.25,3,6,22,0.17,46,51,21,13,23,0,21,N
5,19,2,0,0,36,10,0.5,18,2,6,0.6,39,1,0,20,2,27.22,22.09,13284.98,0.2,113,0.05,738.05,601.38,0.1,9,18,31,0.38,54,59,22,18,26,0,20,N
9,3,0,1,7,6,2,0.33,2,3,1,0.5,5,1,0,5,0,16.12,7.5,906.96,0.04,29,0.13,50.39,120.93,0.5,2,3,5,0.09,12,17,8,10,23,61.54,6,N
1,9,3,0,1,14,5,0.36,6,2.33,3,0.6,19,3,0.5,14,1,27.69,10.11,2831.11,0.09,56,0.1,157.28,280,0.6,4,7,16,0.29,26,30,18,14,17,6.67,14,N
4,5,1,0,4,8,3,0.25,4,2,1,0.33,9,3,1,12,0,16.48,8.25,1121.45,0.05,32,0.12,62.3,135.93,1,2,4,8,0.14,12,20,8,11,21,25,12,N
4,20,8,2,2,24,12,0.27,12,2,5,0.42,48,1,0,43,0,47.52,28.6,38870.09,0.45,221,0.03,2159.45,1359.09,0.08,6,12,38,0.23,99,122,45,26,52,8.51,45,N
0,3,1,0,0,4,2,0.5,2,2,2,1,6,1,0,4,1,11.82,8.8,915.2,0.03,26,0.11,50.84,104,0.5,1,2,6,0.4,8,18,5,11,5,0,4,N
2,11,3,1,0,16,6,0.25,6,2.67,4,0.67,19,6,1,23,0,31.58,13.18,5483.42,0.14,84,0.08,304.63,416.15,1,5,8,15,0.22,32,52,17,14,27,4.17,24,N
2,20,2,0,1,28,11,0.46,12,2.33,5,0.45,42,11,1,24,3,21.89,36.88,29769.28,0.27,147,0.03,1653.85,807.3,1,8,14,33,0.39,59,88,20,25,28,4,24,N
17,23,2,1,15,44,12,0.17,22,2,1,0.08,51,1,0,68,0,160.24,23.38,87570.07,1.25,536,0.04,4865,3745.93,0.08,11,22,41,0.12,236,300,106,21,102,19.05,69,Y
1,11,1,1,0,16,6,0.29,6,2.67,2,0.33,17,6,1,20,3,21.74,20.19,8859.53,0.15,87,0.05,492.2,438.86,1,5,8,13,0.26,38,49,16,17,23,4.76,21,N
1,5,0,0,0,8,3,0.43,4,2,1,0.33,9,1,0,7,2,18.88,9,1529.25,0.06,40,0.11,84.96,169.92,0.33,2,4,8,0.33,20,20,10,9,9,0,7,N
0,5,1,0,0,8,3,0.43,4,2,3,1,12,1,0,7,1,15.57,12.6,2472.31,0.07,44,0.08,137.35,196.21,0.33,2,4,11,0.38,21,23,10,12,8,0,7,N
48,5,5,1,21,8,3,0.09,4,2,1,0.33,21,1,0,31,3,85.96,17.85,27376.73,0.51,252,0.06,1520.93,1534.04,0.33,2,4,20,0.03,116,136,52,16,102,41.51,32,N
19,19,7,0,8,36,10,0.2,18,2,10,1,45,3,0.22,49,1,81.98,25.56,53537.93,0.7,326,0.04,2974.33,2094.96,0.3,9,18,37,0.13,140,186,63,23,77,14.04,49,N
0,9,5,0,0,16,5,0.29,8,2,4,0.8,20,1,0,17,1,24.55,23.68,13769.86,0.19,110,0.04,764.99,581.39,0.2,4,8,17,0.28,45,65,19,20,18,0,17,N
26,25,6,1,34,44,13,0.19,20,2.2,8,0.62,60,7,0.5,68,5,90.99,26.83,65518.01,0.81,378,0.04,3639.89,2441.67,0.54,12,22,49,0.1,161,217,66,22,130,33.98,69,N
14,17,2,0,0,24,9,0.31,8,3,5,0.56,24,9,1,29,1,47.16,15.35,11107.27,0.24,136,0.07,617.07,723.78,1,8,12,17,0.2,57,79,26,14,44,0,29,N
2,3,0,2,3,4,2,0.25,2,2,1,0.5,5,1,0,6,0,7.33,4.5,148.5,0.01,11,0.22,8.25,33,0.5,1,2,5,0.14,3,8,2,6,14,45.45,8,N
13,21,2,3,33,36,11,0.16,16,2.25,4,0.36,39,5,0.4,64,1,62.91,28.21,50051.79,0.59,284,0.04,2780.66,1774.41,0.45,10,18,30,0.1,130,154,53,23,114,36,67,N
