@relation KC1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0,1,0,0,1,1,1,3,4,0.5,1,0,2,2,0.06,2,1,1,1,1,4,N
3,5,1,2,3,3,1,29,44.93,10.05,4534.29,0.15,88,0.1,251.9,451.38,34,54,22,13,40,Y
3,9,0,4,5,5,1,41,52.11,11.93,7411.68,0.21,116,0.08,411.76,621.48,46,70,27,14,50,Y
0,1,0,0,1,1,1,9,33.22,5.33,945.06,0.06,41,0.19,52.5,177.2,16,25,12,8,15,Y
0,3,0,0,2,2,1,13,21.32,5,533.03,0.04,28,0.2,29.61,106.61,10,18,7,7,15,N
0,1,0,0,1,1,1,10,39.43,5.43,1162,0.07,48,0.18,64.56,214.05,19,29,14,8,16,N
7,21,0,7,11,11,1,60,67.96,19.4,25571.05,0.44,227,0.05,1420.61,1318.27,89,138,39,17,78,Y
5,13,0,1,7,5,6,39,34.05,21.07,15107.52,0.24,133,0.05,839.31,717.18,51,82,23,19,47,N
2,3,1,10,2,2,1,6,11.53,6.42,474.89,0.02,20,0.16,26.38,74.01,11,9,6,7,20,Y
3,1,0,1,1,1,1,9,29.28,6,1054.16,0.06,40,0.17,58.56,175.69,16,24,12,9,17,N
4,5,0,0,3,1,1,9,11.42,9.33,994.99,0.04,28,0.11,55.28,106.61,14,14,6,8,15,N
0,1,0,0,1,1,1,4,14.34,3.5,175.66,0.02,14,0.29,9.76,50.19,5,9,5,7,7,N
2,3,0,1,2,2,1,12,25.77,6.82,1197.9,0.06,40,0.15,66.55,175.69,15,25,11,10,19,N
4,3,0,5,2,2,1,15,22.41,8,1434.45,0.06,43,0.13,79.69,179.31,16,27,9,9,26,N
0,3,0,0,2,1,1,0,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,2,N
5,7,0,0,4,3,3,22,34.99,9.95,3462.31,0.12,69,0.1,192.35,348.06,27,42,19,14,29,Y
2,3,0,0,2,2,1,13,33.42,7.71,1989.07,0.09,57,0.13,110.5,257.83,24,33,14,9,21,N
1,1,0,0,1,1,1,8,32.53,4.9,781.11,0.05,39,0.2,43.4,159.41,14,25,10,7,12,N
5,3,0,4,2,2,1,27,34.3,13,5796.41,0.15,90,0.08,322.02,445.88,36,54,18,13,38,Y
2,8,0,1,5,5,3,33,41.08,11.42,5357.94,0.16,93,0.09,297.66,469.13,31,62,19,14,37,N
15,23,0,2,12,12,6,97,137.08,18,44415.05,0.82,382,0.06,2467.5,2467.5,140,242,70,18,116,Y
11,29,0,0,15,3,14,52,40.24,41.3,68641.45,0.55,293,0.02,3813.41,1662.02,118,175,30,21,70,Y
10,11,0,0,6,6,3,26,43.01,20.8,18609.99,0.3,167,0.05,1033.89,894.71,65,102,25,16,38,Y
0,3,1,1,2,2,1,6,20.31,3,182.83,0.02,17,0.33,10.16,60.94,6,11,6,6,10,N
5,10,0,2,6,5,1,48,73.18,15.47,17523.69,0.38,195,0.06,973.54,1132.43,71,124,39,17,57,Y
5,23,0,9,12,11,5,104,77.47,23.29,42021.08,0.6,315,0.04,2334.5,1804.29,118,197,38,15,120,N
2,1,1,1,1,1,1,23,84.67,5.6,2655.37,0.16,94,0.18,147.52,474.17,35,59,25,8,30,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N
2,15,0,5,8,8,3,75,78.07,15.17,17957.52,0.39,212,0.07,997.64,1184.01,91,121,36,12,92,Y
0,3,0,3,2,2,1,7,19.03,3.5,233.13,0.02,18,0.29,12.95,66.61,6,12,6,7,12,N
1,1,0,0,1,1,1,7,13.21,2.4,76.08,0.01,10,0.42,4.23,31.7,6,4,5,4,13,N
15,12,0,4,7,6,3,71,50.21,29.86,44757.43,0.5,257,0.03,2486.52,1499.05,95,162,35,22,93,Y
0,8,0,0,5,5,1,47,60.05,9.65,5594.49,0.19,113,0.1,310.8,579.61,37,76,23,12,53,Y
2,7,0,0,4,4,1,25,68.24,12.33,10369.98,0.28,156,0.08,576.11,841.2,55,101,29,13,32,N
3,1,0,4,1,1,1,5,18.6,2.5,116.27,0.02,14,0.4,6.46,46.51,5,9,5,5,14,N
1,5,0,0,4,1,1,13,17.59,8.94,1404.74,0.05,37,0.11,78.04,157.17,13,24,8,11,16,N
4,13,0,0,7,7,1,46,23.36,26.13,15946.3,0.2,119,0.04,885.91,610.38,44,75,16,19,52,N
1,1,0,0,1,1,1,3,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,6,Y
6,7,0,2,4,3,1,18,33.65,8.8,2605.92,0.1,63,0.11,144.77,296.13,24,39,15,11,28,N
7,13,0,2,7,5,1,45,49.64,12.16,7337.87,0.2,123,0.08,407.66,603.55,42,81,19,11,56,N
16,42,0,4,22,16,6,130,101.78,29.75,90061.35,1.01,463,0.03,5003.41,3027.63,192,271,71,22,152,Y
4,8,0,1,5,5,3,35,37.44,13.22,6545,0.17,99,0.08,363.61,495,34,65,18,14,44,N
14,5,0,5,3,2,1,33,71.67,7.5,4031.36,0.18,101,0.13,223.96,537.51,45,56,30,10,56,Y
28,29,3,11,15,14,8,90,59.7,30.22,54519.67,0.6,303,0.03,3028.87,1804.12,118,185,41,21,134,Y
3,7,0,3,4,4,3,27,42.34,11.57,5663.36,0.16,94,0.09,314.63,489.69,38,56,23,14,38,N
4,3,0,0,2,2,1,11,14.28,5.33,406.12,0.03,20,0.19,22.56,76.15,8,12,6,8,17,N
5,9,2,6,5,4,5,31,33.81,17.27,10086.81,0.19,109,0.06,560.38,583.97,40,69,22,19,46,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,7,N
5,27,0,2,14,14,1,88,53.32,30.12,48369.03,0.54,273,0.03,2687.17,1605.96,109,164,38,21,97,Y
0,1,0,0,1,1,1,4,11.95,4.5,241.98,0.02,15,0.22,13.44,53.77,3,12,3,9,6,N
3,5,0,0,3,3,3,19,47.56,6.56,2048.33,0.1,69,0.15,113.8,312.13,30,39,16,7,24,N
1,9,0,3,5,5,5,33,60.36,11.22,7594.91,0.23,132,0.09,421.94,677.07,43,89,23,12,39,N
3,5,0,0,3,3,1,21,29.25,9.53,2658.15,0.09,58,0.1,147.67,278.83,22,36,15,13,27,N
0,1,0,0,1,1,1,11,16.84,2,67.38,0.01,12,0.5,3.74,33.69,10,2,5,2,13,N
6,15,0,6,8,8,5,85,51.86,30.88,49456.13,0.53,277,0.03,2747.56,1601.44,100,177,34,21,99,Y
3,7,0,0,4,4,1,37,40.7,12.9,6772.5,0.18,105,0.08,376.25,525,43,62,20,12,43,N
15,89,0,9,45,45,7,262,116.45,44.9,234743.54,1.74,794,0.02,13041.31,5228.46,285,509,73,23,288,Y
2,3,0,0,2,2,1,14,20.81,10,2081.48,0.07,49,0.1,115.64,208.15,18,31,9,10,20,N
0,1,0,0,1,1,1,0,11.09,4,177.52,0.01,14,0.25,9.86,44.38,1,13,1,8,3,N
2,5,0,2,3,3,1,38,37.74,16,9661.93,0.2,127,0.06,536.77,603.87,40,87,15,12,44,Y
0,1,0,0,1,1,1,6,16.34,3.6,211.72,0.02,17,0.28,11.76,58.81,6,11,5,6,8,N
0,3,0,0,2,2,1,12,29.54,4.8,680.53,0.05,34,0.21,37.81,141.78,12,22,10,8,14,N
14,33,0,0,17,15,3,82,60.01,31.25,58603.66,0.63,307,0.03,3255.76,1875.32,125,182,46,23,98,Y
1,9,0,0,5,5,1,20,25.72,14.5,5407.39,0.12,76,0.07,300.41,372.92,29,47,15,15,23,N
16,39,0,0,20,6,5,52,60.88,41.5,104852.1,0.84,418,0.02,5825.12,2526.56,166,252,44,22,70,N
2,5,2,1,3,3,1,13,18.01,8.67,1352.69,0.05,35,0.12,75.15,156.08,12,23,9,13,20,N
1,5,0,0,3,3,1,20,26.23,9.55,2389.82,0.08,57,0.1,132.77,250.36,21,36,11,10,25,N
0,1,0,0,1,1,1,3,9,3,81,0.01,9,0.33,4.5,27,2,7,2,6,5,N
0,3,0,0,2,2,1,14,19.46,7.5,1094.61,0.05,35,0.13,60.81,145.95,12,23,8,10,17,N
9,13,0,3,7,7,1,47,81.45,11.57,10906.35,0.31,167,0.09,605.91,942.52,54,113,35,15,61,Y
13,13,0,2,7,6,5,55,48.24,18.94,17312.29,0.3,156,0.05,961.79,913.85,62,94,36,22,72,N
18,31,0,27,16,13,12,137,86.96,33.6,98179.22,0.97,437,0.03,5454.4,2922,180,257,75,28,184,Y
1,13,0,2,7,7,1,42,44.97,17.82,14278.39,0.27,155,0.06,793.24,801.34,56,99,22,14,48,Y
0,1,0,0,1,1,1,0,0,0,0,0.01,6,0,0,15.51,0,6,0,6,1,N
0,1,0,0,1,1,1,4,11.23,2,44.92,0.01,8,0.5,2.5,22.46,3,5,3,4,7,N
2,3,0,0,2,2,1,13,36.95,5.91,1289.11,0.07,47,0.17,71.62,218.26,21,26,16,9,26,N
0,3,2,1,2,2,1,5,19.03,3.5,233.13,0.02,18,0.29,12.95,66.61,6,12,6,7,10,N
2,9,0,0,5,5,3,28,39.09,14.71,8458.55,0.19,115,0.07,469.92,575,43,72,19,13,34,N
2,3,0,0,2,2,1,14,19.71,6.43,814.57,0.04,31,0.16,45.25,126.71,9,22,7,10,18,N
16,37,1,2,19,16,7,93,85.04,18.98,30630.91,0.54,269,0.05,1701.72,1614,97,172,46,18,118,N
3,6,0,0,2,2,1,36,80.38,9.93,7927.7,0.27,149,0.1,440.43,798.28,48,101,29,12,41,N
12,13,3,5,7,6,1,61,79.31,16.55,21710.74,0.44,224,0.06,1206.15,1312.19,104,120,44,14,83,N
2,5,0,0,3,3,1,14,18.22,9,1476,0.05,41,0.11,82,164,14,27,7,9,18,N
3,21,1,1,11,11,1,52,49.35,14.67,10627.05,0.24,138,0.07,590.39,724.21,45,93,23,15,59,N
4,11,0,4,6,6,1,42,55.71,12.25,8359.77,0.23,132,0.08,464.43,682.43,49,83,24,12,52,N
12,11,1,8,6,5,4,60,43.97,23.74,24784.89,0.35,189,0.04,1376.94,1043.95,81,108,29,17,89,Y
1,1,0,0,1,1,1,14,28.02,6.27,1102.5,0.06,43,0.16,61.25,175.76,23,20,11,6,16,Y
3,3,0,0,2,2,1,18,17.8,8.5,1285.77,0.05,35,0.12,71.43,151.27,17,18,10,10,25,N
19,37,0,11,19,14,12,116,68.05,37.49,95656.09,0.85,396,0.03,5314.23,2551.41,158,238,59,28,148,N
3,1,0,1,1,1,1,6,22.83,3.33,253.69,0.03,22,0.3,14.09,76.11,8,14,6,5,12,Y
1,1,0,0,1,1,1,3,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,6,Y
0,1,0,4,1,1,1,6,15.22,3.75,213.97,0.02,18,0.27,11.89,57.06,6,12,4,5,19,N
0,1,0,0,1,1,1,13,55.66,5.89,1933.99,0.11,69,0.17,107.44,328.09,28,41,19,8,18,N
0,1,0,3,1,1,1,6,15.22,3.75,213.97,0.02,18,0.27,11.89,57.06,6,12,4,5,11,N
0,5,0,0,3,1,3,3,9.62,10.4,1040.81,0.03,24,0.1,57.82,100.08,8,16,5,13,5,N
0,5,0,0,3,3,1,15,21.79,8.67,1636.87,0.06,43,0.12,90.94,188.87,13,30,9,12,17,N
0,3,0,0,2,2,1,9,17.13,6,616.79,0.03,27,0.17,34.27,102.8,9,18,6,8,11,N
6,23,0,7,12,12,7,97,63.6,25.9,42656.7,0.55,280,0.04,2369.82,1647.14,101,179,39,20,112,N
6,11,0,1,6,6,5,26,36.3,11.38,4697.06,0.14,85,0.09,260.95,412.93,28,57,16,13,35,N
1,3,0,0,2,2,1,8,16.68,6.87,788.52,0.04,27,0.15,43.81,114.69,10,17,8,11,12,N
0,1,0,0,1,1,1,16,58.94,4.38,1128.06,0.09,57,0.23,62.67,257.83,20,37,16,7,20,N
0,3,0,0,2,2,1,13,15.56,6.43,642.86,0.03,25,0.16,35.71,100,10,15,7,9,16,N
0,3,0,0,2,2,1,14,16.67,7.5,937.65,0.04,32,0.13,52.09,125.02,10,22,6,9,16,N
0,3,0,0,2,2,1,8,15.23,5.5,460.69,0.03,22,0.18,25.59,83.76,11,11,7,7,10,N
3,5,0,0,3,3,1,21,34.53,8.65,2585.61,0.1,67,0.12,143.65,298.78,25,42,13,9,26,N
9,5,0,11,3,3,1,24,25.84,11,3126.94,0.09,62,0.09,173.72,284.27,22,40,12,12,46,N
2,3,0,1,2,2,1,9,21.98,5.69,711.05,0.04,32,0.18,39.5,125.02,13,19,8,7,13,N
0,1,0,0,1,1,1,9,26.05,3,234.41,0.03,20,0.33,13.02,78.14,9,11,9,6,14,N
0,3,0,3,2,2,1,8,17.95,4.67,390.89,0.03,22,0.21,21.72,83.76,7,15,6,8,13,N
1,4,0,0,3,1,1,15,15.63,7.5,879.05,0.04,30,0.13,48.84,117.21,10,20,6,9,18,N
3,7,0,0,4,4,1,38,42.08,12,6060,0.17,101,0.08,336.67,505,40,61,20,12,44,N
0,1,0,0,1,1,1,6,15.42,2.92,131.17,0.01,13,0.34,7.29,44.97,7,6,6,5,11,N
0,9,0,0,5,5,4,13,15.08,15,3392.67,0.08,50,0.07,188.48,226.18,16,34,8,15,19,N
2,5,0,0,3,3,1,29,28.84,15.17,6634.95,0.15,91,0.07,368.61,437.47,35,56,15,13,33,N
2,11,0,0,6,6,3,37,30.92,19.35,11576.4,0.2,114,0.05,643.13,598.26,43,71,20,18,44,N
0,1,0,0,1,1,1,6,23.22,0.5,5.8,0,5,2,0.32,11.61,4,1,4,1,8,N
1,5,0,1,3,3,1,16,37.1,7.07,1855.31,0.09,58,0.14,103.07,262.37,22,36,14,9,24,N
1,9,0,0,5,4,1,30,35.6,13.34,6337.5,0.16,95,0.07,352.08,475,39,56,19,13,36,N
0,7,0,0,4,4,1,17,18.76,14.95,4192.89,0.09,62,0.07,232.94,280.46,23,39,10,13,19,N
6,9,0,1,5,5,3,32,31.43,16.18,8233.66,0.17,100,0.06,457.43,508.75,41,59,19,15,48,N
2,9,0,0,5,4,3,35,38.26,13.98,7472.51,0.18,106,0.07,415.14,534.71,43,63,20,13,40,Y
8,15,0,0,8,4,3,40,42.58,34.78,51502.32,0.49,240,0.03,2861.24,1480.78,92,148,41,31,50,Y
4,1,0,0,1,1,1,10,33.17,5.25,914.37,0.06,41,0.19,50.8,174.17,18,23,12,7,18,N
9,11,0,4,6,6,1,51,49.98,15.83,12518.41,0.26,153,0.06,695.47,791,56,97,23,13,66,N
4,31,1,2,13,12,4,56,53.74,33.41,59984.29,0.6,291,0.03,3332.46,1795.45,105,186,44,28,70,Y
6,9,0,3,5,3,1,43,53.73,14.25,10911.35,0.26,142,0.07,606.19,765.71,57,85,28,14,55,Y
0,1,0,0,1,1,1,3,7.11,4,113.74,0.01,11,0.25,6.32,28.43,4,7,2,4,5,N
8,5,2,6,3,3,1,25,35.95,10.47,3942.99,0.13,76,0.1,219.05,376.52,29,47,18,13,45,N
0,3,0,12,2,2,1,12,10.25,15,2305.97,0.05,35,0.07,128.11,153.73,15,20,7,14,27,N
0,1,0,1,1,1,1,7,22.2,2.5,138.77,0.02,15,0.4,7.71,55.51,8,7,8,5,10,Y
21,33,3,19,17,6,1,98,77.31,26.47,54152.01,0.68,345,0.04,3008.45,2046.1,137,208,44,17,143,N
0,3,0,0,2,2,1,9,30.98,3.5,379.46,0.04,26,0.29,21.08,108.42,11,15,11,7,11,Y
2,15,3,0,8,8,1,45,62.43,23.08,33247.47,0.48,247,0.04,1847.08,1440.72,100,147,39,18,52,Y
1,1,0,0,1,1,1,9,29.24,6.43,1208.47,0.06,41,0.16,67.14,187.98,18,23,14,10,12,Y
10,37,3,20,19,11,6,85,89.18,22.41,44799.75,0.67,318,0.04,2488.87,1998.76,130,188,58,20,120,N
1,1,0,2,1,1,1,4,12.4,3.75,174.4,0.02,14,0.27,9.69,46.51,5,9,4,6,9,N
0,1,0,0,1,1,1,3,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,4,7,3,4,5,N
2,1,0,2,1,1,1,5,15.41,4.08,256.87,0.02,17,0.24,14.27,62.91,7,10,6,7,12,N
7,9,0,0,5,3,3,33,28.09,22.89,14713.79,0.21,120,0.04,817.43,642.91,53,67,22,19,42,N
0,1,0,0,1,1,1,3,14.62,2.5,91.35,0.01,11,0.4,5.08,36.54,5,6,5,5,6,N
2,5,2,1,3,3,1,13,16.82,8.75,1287.66,0.05,33,0.11,71.54,147.16,10,23,8,14,20,N
5,7,0,12,4,4,1,45,68.76,10.82,8053.51,0.25,138,0.09,447.42,744.14,61,77,31,11,64,Y
2,1,0,0,1,1,1,12,48.04,3.2,491.94,0.05,35,0.31,27.33,153.73,16,19,15,6,22,N
3,5,0,0,3,3,1,30,36.87,9.88,3600.62,0.12,75,0.1,200.03,364.35,28,47,17,12,35,N
0,1,0,0,1,1,1,0,16.92,3.5,207.22,0.02,16,0.29,11.51,59.21,6,10,6,7,2,N
0,1,0,0,1,1,1,2,9,3,81,0.01,9,0.33,4.5,27,2,7,2,6,4,N
1,17,0,0,9,7,7,32,32.79,21.6,15298.84,0.24,137,0.05,849.94,708.28,54,83,20,16,39,N
2,3,0,0,2,2,1,14,18.67,7.07,933.43,0.04,33,0.14,51.86,132,11,22,7,9,18,N
4,12,0,1,7,7,1,58,57.43,16.46,15553.76,0.32,165,0.06,864.1,945.11,64,101,35,18,68,N
0,3,0,0,2,2,1,6,21.02,6.22,813.86,0.04,32,0.16,45.21,130.8,14,18,9,8,12,N
1,5,0,0,3,3,1,16,14.75,8,944.22,0.04,31,0.13,52.46,118.03,12,19,6,8,19,Y
5,7,0,2,4,4,1,38,35.74,12.38,5473.17,0.15,92,0.08,304.07,442.28,33,59,16,12,47,Y
1,1,0,1,1,1,1,3,10.8,2.5,67.5,0.01,9,0.4,3.75,27,3,6,3,5,7,N
10,31,1,0,16,16,9,82,54.5,27.64,41638.64,0.5,254,0.04,2313.26,1506.41,98,156,39,22,95,Y
3,7,0,2,4,3,1,18,33.65,8.8,2605.92,0.1,63,0.11,144.77,296.13,24,39,15,11,25,N
0,1,0,0,1,1,1,17,77.55,6.67,3446.62,0.17,100,0.15,191.48,516.99,40,60,27,9,25,N
14,37,2,2,19,18,9,116,83.27,24.07,48229.6,0.67,334,0.04,2679.42,2004,114,220,45,19,136,N
1,11,0,2,6,6,1,41,45.99,16.2,12069,0.25,149,0.06,670.5,745,54,95,20,12,47,Y
6,17,0,0,9,6,7,24,23.85,16.73,6675.75,0.13,83,0.06,370.88,399.01,29,54,13,15,34,N
0,1,0,0,1,1,1,3,11.23,2,44.92,0.01,8,0.5,2.5,22.46,3,5,3,4,5,N
1,12,0,0,7,7,3,52,43.01,15.6,10466.11,0.22,133,0.06,581.45,670.9,48,85,20,13,56,N
4,5,0,0,3,3,1,11,24.8,5,620,0.04,31,0.2,34.44,124,10,21,8,8,17,Y
1,3,0,0,2,2,1,9,14.28,6.67,634.56,0.03,25,0.15,35.25,95.18,10,15,6,8,15,N
2,1,0,0,1,1,1,8,14.02,7.33,753.86,0.03,27,0.14,41.88,102.8,11,16,6,8,13,N
2,1,0,0,1,1,1,10,40.76,3.23,425.45,0.04,31,0.31,23.64,131.69,14,17,13,6,18,N
2,1,0,0,1,1,1,8,18.03,3.5,220.91,0.02,19,0.29,12.27,63.12,7,12,5,5,12,N
0,1,0,0,1,1,1,0,12.06,1.5,27.14,0.01,7,0.67,1.51,18.09,3,4,3,3,4,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,N
5,13,1,2,7,7,6,50,42.58,18,13794.44,0.26,144,0.06,766.36,766.36,44,100,22,18,61,N
0,1,0,0,1,1,1,4,10.57,3,95.1,0.01,10,0.33,5.28,31.7,3,7,3,6,6,N
0,1,1,0,1,1,1,3,14.4,3,129.56,0.01,13,0.33,7.2,43.19,4,9,4,6,6,N
1,5,0,0,3,3,1,20,17.03,10.08,1731.04,0.06,42,0.1,96.17,171.67,11,31,6,11,23,N
2,11,0,3,6,6,3,41,40.93,16.67,11369.91,0.23,133,0.06,631.66,682.19,50,83,21,14,48,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,N
0,1,0,0,1,1,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,4,N
2,3,0,0,2,2,1,12,14.45,6.4,592.07,0.03,25,0.16,32.89,92.51,8,17,5,8,16,N
0,1,0,0,1,1,1,2,32.5,0.5,8.13,0.01,7,2,0.45,16.25,4,3,4,1,8,N
0,1,0,0,1,1,1,3,18.09,1,18.09,0.01,7,1,1.01,18.09,4,3,4,2,6,N
0,3,0,0,2,2,1,14,29.85,7.92,1871.1,0.08,53,0.13,103.95,236.35,19,34,12,10,17,N
0,1,0,0,1,1,1,2,18.09,1,18.09,0.01,7,1,1.01,18.09,4,3,4,2,3,N
0,3,0,0,2,2,1,17,25.31,7,1240.39,0.06,41,0.14,68.91,177.2,14,27,10,10,19,N
3,3,0,0,2,2,1,15,23.6,6.3,936.67,0.05,35,0.16,52.04,148.68,14,21,10,9,22,N
1,8,0,1,5,5,3,37,56.16,12.15,8293.01,0.23,132,0.08,460.72,682.43,43,89,23,13,41,N
2,1,0,0,1,1,1,6,33.72,3.27,361.18,0.04,27,0.31,20.07,110.36,12,15,11,6,12,N
2,8,0,1,5,5,3,36,49.31,10.52,5461.03,0.17,102,0.1,303.39,518.91,34,68,21,13,41,N
2,3,0,1,2,2,1,12,23.23,8,1486.74,0.06,43,0.13,82.6,185.84,16,27,10,10,17,N
4,3,0,5,2,2,1,16,27.8,7.77,1679.66,0.07,50,0.13,93.31,216.1,19,31,11,9,27,N
8,41,1,5,21,21,13,107,65.48,35.32,81676.45,0.77,384,0.03,4537.58,2312.59,148,236,44,21,123,N
3,1,0,0,1,1,1,20,73.32,7.33,3942.93,0.18,104,0.14,219.05,537.67,44,60,27,9,27,Y
3,9,0,0,5,4,5,14,29.91,14.17,6002.83,0.14,84,0.07,333.49,423.73,34,50,18,15,19,Y
2,23,0,1,12,12,1,60,56.27,16.04,14479.91,0.3,172,0.06,804.44,902.64,55,117,24,14,65,N
1,1,1,1,1,1,1,10,25.36,8.18,1697.34,0.07,48,0.12,94.3,207.45,20,28,11,9,18,N
1,3,0,0,2,1,1,7,9.56,6,344.16,0.02,16,0.17,19.12,57.36,6,10,4,8,10,N
0,1,0,0,1,1,1,1,18.09,1,18.09,0.01,7,1,1.01,18.09,4,3,4,2,4,N
1,5,0,0,3,3,1,24,32.82,9.17,2757.59,0.1,64,0.11,153.2,300.83,25,39,15,11,29,N
0,1,0,0,1,1,1,8,27.26,5.2,737.24,0.05,34,0.19,40.96,141.78,13,21,10,8,13,N
4,1,0,5,1,1,1,9,34.29,4.5,694.29,0.05,37,0.22,38.57,154.29,18,19,12,6,27,Y
4,19,0,3,10,4,8,36,70.05,13.56,12885.09,0.32,172,0.07,715.84,950.05,62,110,32,14,48,N
3,5,0,1,3,3,1,30,36.87,9.88,3600.62,0.12,75,0.1,200.03,364.35,28,47,17,12,36,N
0,11,0,0,6,6,5,26,31.23,14.63,6679.22,0.15,95,0.07,371.07,456.7,39,56,16,12,31,N
0,3,0,0,2,2,1,0,3.62,5,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,2,N
0,1,0,0,1,1,1,2,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,4,Y
5,25,0,8,13,12,6,86,71.07,17.79,22482.47,0.42,214,0.06,1249.03,1264.07,83,131,42,18,101,Y
1,13,1,6,7,7,3,31,38.72,14.95,8659.15,0.19,112,0.07,481.06,579.03,47,65,22,14,45,N
0,1,0,0,1,1,1,5,25.73,2.29,134.42,0.02,17,0.44,7.47,58.81,8,9,7,4,7,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,N
0,1,0,0,1,1,1,6,17.13,6,616.79,0.03,27,0.17,34.27,102.8,9,18,6,8,9,N
2,1,0,1,1,1,1,4,10.8,2.5,67.5,0.01,9,0.4,3.75,27,3,6,3,5,9,N
1,1,0,0,1,1,1,7,32.29,2.57,213.55,0.03,25,0.39,11.86,83.05,12,13,7,3,10,N
0,1,0,0,1,1,1,5,11.7,3.33,130,0.01,13,0.3,7.22,39,4,9,3,5,7,N
0,1,0,0,1,1,1,6,27.41,3.33,304.59,0.03,24,0.3,16.92,91.38,12,12,9,5,8,N
3,17,0,4,9,6,7,35,15.2,23.4,8324.42,0.12,74,0.04,462.47,355.74,26,48,10,18,48,N
0,1,0,0,1,1,1,2,4.75,1,4.75,0,3,1,0.26,4.75,1,2,1,2,4,N
0,5,0,0,3,3,1,19,91.57,4.67,1994.29,0.14,84,0.21,110.79,427.35,36,48,27,7,21,N
0,1,0,0,1,1,1,4,21.67,1.8,70.2,0.01,13,0.56,3.9,39,6,7,5,3,6,N
1,5,0,0,3,3,3,9,15.86,6,571.1,0.03,25,0.17,31.73,95.18,9,16,6,8,12,N
0,1,0,0,1,1,1,5,9.88,5.25,272.43,0.02,15,0.19,15.14,51.89,6,9,4,7,8,N
3,19,0,1,10,10,1,54,50.98,14,9991.73,0.24,137,0.07,555.1,713.7,46,91,23,14,60,N
2,9,0,0,5,4,3,38,36.84,15.47,8820.26,0.19,113,0.06,490.01,570.02,42,71,19,14,42,Y
1,5,0,0,3,3,3,10,19.01,8.94,1518.63,0.06,40,0.11,84.37,169.92,13,27,8,11,14,Y
1,3,0,0,2,2,1,11,24.97,6.25,975.5,0.05,35,0.16,54.19,156.08,15,20,12,10,14,N
0,3,0,0,2,2,1,13,24.31,8,1555.89,0.06,45,0.13,86.44,194.49,16,29,10,10,16,N
3,7,2,0,4,4,1,41,33.47,20.7,14339.44,0.23,132,0.05,796.64,692.73,46,86,20,18,48,Y
7,25,0,1,13,7,10,59,60.94,21.44,28002.35,0.44,223,0.05,1555.69,1306.33,88,135,39,19,76,N
3,8,0,0,5,5,1,33,36.26,12.83,5971.91,0.16,99,0.08,331.77,465.34,35,64,15,11,38,Y
6,9,0,2,5,5,4,34,33.66,12.57,5316.29,0.14,88,0.08,295.35,423.05,29,59,15,13,44,N
0,1,0,0,1,1,1,4,19.37,2.5,121.08,0.02,14,0.4,6.73,48.43,6,8,6,5,6,Y
1,5,0,0,3,3,1,21,24.17,17.5,7403.33,0.14,88,0.06,411.3,423.05,35,53,14,14,26,N
2,9,0,0,5,5,4,22,19.07,17.45,5809.61,0.11,70,0.06,322.76,332.84,24,46,11,16,26,N
1,3,0,0,2,2,1,6,6,6,216,0.01,12,0.17,12,36,4,8,2,6,9,N
0,1,0,0,1,1,1,4,14.34,3.5,175.66,0.02,14,0.29,9.76,50.19,5,9,5,7,6,N
3,5,0,0,3,3,1,8,13.44,8.33,933.33,0.04,28,0.12,51.85,112,10,18,6,10,13,Y
0,3,0,2,2,2,1,8,25.9,3.43,304.49,0.03,24,0.29,16.92,88.81,8,16,7,6,12,Y
